wban,wth_stn,name,date,num_collisions,year,mo,da,TEMP,dewp,slp,stp,visib,wdsp,mxpsd,gust,max,min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder
14732,LG,LG,2012-07-01,134,2012,07,01,86.7,63.1,1008.6,1007.5,10,8.3,15.9,22.9,97,77,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-07-01,348,2012,07,01,83.6,63,1008.9,1004.2,9.7,4.1,9.9,18.1,93,66,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-07-01,56,2012,07,01,81.8,65.8,1009,1008.3,9.9,9.2,18.1,26,93,70,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-02,164,2012,07,02,81.7,56.7,1011.2,1010.1,10,7.7,13.0,21,97,73,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-07-02,354,2012,07,02,80.3,54.1,1011.6,1007,10,3.8,15.0,999.9,88,66.9,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-07-02,46,2012,07,02,82.5,54.1,1011.5,1010.7,10,7.9,15.0,19,91,70,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-03,190,2012,07,03,81.4,58.1,1012.7,1011.7,10,7.8,14.0,19,91.9,73,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-07-03,418,2012,07,03,79.8,56.7,1012.8,1008.2,10,2.9,12.0,999.9,88,63,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-07-03,56,2012,07,03,80.2,56,1013.2,1012.4,10,9.3,17.1,999.9,89.1,70,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-04,133,2012,07,04,83.4,65.9,1009,1008,9.9,8.2,13.0,19,95,73,0.05,G,999.9,0,1,0,0,0
94728,CP,CP,2012-07-04,234,2012,07,04,81.8,65.6,1009.1,1004.4,9.2,3.6,11.1,999.9,91,68,0.06,G,999.9,0,1,0,0,0
94789,FT,FT,2012-07-04,65,2012,07,04,77.8,69.2,1009.5,1008.9,10,9.2,14.0,19,88,70,0.03,G,999.9,0,1,0,0,0
14732,LG,LG,2012-07-05,160,2012,07,05,87.8,65.8,1007,1005.9,10,9.3,14.0,20,95,73,0,A,999.9,0,0,0,0,0
94728,CP,CP,2012-07-05,360,2012,07,05,86.7,64.3,1007.4,1002.7,9.4,3.8,15.0,999.9,93.9,70,99.99,,999.9,0,1,0,0,0
94789,FT,FT,2012-07-05,71,2012,07,05,86.1,67.8,1007.3,1006.6,10,8.4,12.0,19,95,73,0.01,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-06,166,2012,07,06,82.2,64.3,1011.4,1010.4,10,5.8,12.0,999.9,95,73,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-07-06,399,2012,07,06,81.9,62.3,1011.7,1007,10,3.1,9.9,999.9,91,66.9,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-07-06,73,2012,07,06,79.9,65,1011.9,1011.2,10,6.7,11.1,999.9,95,72,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-07,125,2012,07,07,86.2,66.8,1010,1009,10,7.4,15.9,19,97,73,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-07-07,300,2012,07,07,84.9,65.9,1010.1,1005.4,9.5,3.1,14.0,17.1,95,70,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-07-07,65,2012,07,07,83.5,68.3,1010.5,1009.8,9.9,7.7,15.9,22,99,72,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-08,135,2012,07,08,82.8,65.4,1009.8,1008.8,9.4,4.9,12.0,22,97,75,0.31,G,999.9,0,1,0,0,1
94728,CP,CP,2012-07-08,271,2012,07,08,80.6,65.5,1010.1,1005.5,8.5,3.1,8.0,15.9,90,70,0.59,G,999.9,0,1,0,0,0
94789,FT,FT,2012-07-08,58,2012,07,08,81.5,66.4,1010.3,1009.5,9.9,6.9,12.0,999.9,99,75,0.07,G,999.9,0,1,0,0,1
14732,LG,LG,2012-07-09,149,2012,07,09,79.7,58.8,1012.4,1011.3,10,8.1,12.0,17.1,91.9,73,0.07,G,999.9,0,0,0,0,0
94728,CP,CP,2012-07-09,326,2012,07,09,78.5,56.8,1012.7,1008,10,3.5,9.9,999.9,84,68,0.09,G,999.9,0,0,0,0,0
94789,FT,FT,2012-07-09,58,2012,07,09,77.8,59.1,1012.8,1012,10,8.3,12.0,999.9,89.1,73,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-10,128,2012,07,10,77.7,57.9,1015.8,1014.8,10,7.9,12.0,15.9,86,72,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-07-10,349,2012,07,10,76.5,56.3,1016,1011.3,10,3.4,9.9,999.9,86,61,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-07-10,47,2012,07,10,76.1,60.5,1016.3,1015.5,10,8.0,13.0,999.9,84,70,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-11,150,2012,07,11,78.1,64,1019.6,1018.5,10,6.0,13.0,15.9,86,71.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-07-11,357,2012,07,11,77.1,62,1019.9,1015.2,10,1.9,7.0,999.9,84,64.9,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-07-11,58,2012,07,11,76.3,65.5,1020.2,1019.4,10,4.3,9.9,999.9,82.9,70,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-12,135,2012,07,12,78.8,62.4,1021.6,1020.6,10,6.1,14.0,18.1,89.1,71.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-07-12,387,2012,07,12,77.4,60.2,1021.7,1017,10,2.3,7.0,999.9,88,57,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-07-12,55,2012,07,12,75.8,63.4,1022.3,1021.5,10,5.6,15.0,999.9,84,68,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-13,157,2012,07,13,80.9,61.2,1021.7,1020.6,10,7.0,12.0,999.9,89.1,73,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-07-13,381,2012,07,13,78.9,60.7,1021.8,1017.1,9.9,3.0,7.0,999.9,87.1,63,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-07-13,65,2012,07,13,77.2,63.9,1022.4,1021.6,10,7.5,14.0,999.9,84.9,68,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-14,145,2012,07,14,80.7,63.7,1021.4,1020.4,10,7.1,13.0,20,89.1,75,0,G,999.9,0,1,0,0,0
94728,CP,CP,2012-07-14,338,2012,07,14,78.5,62.7,1021.6,1016.9,10,3.5,13.0,19,82,68,0,G,999.9,1,0,0,0,0
94789,FT,FT,2012-07-14,53,2012,07,14,79.3,63.4,1021.9,1021.1,10,8.4,19.0,999.9,87.1,71.1,0,G,999.9,0,1,0,0,0
14732,LG,LG,2012-07-15,134,2012,07,15,81.4,68.7,1018.1,1017.3,9.7,6.9,13.0,19,91.9,75,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-07-15,315,2012,07,15,79.7,68.6,1018.3,1013.5,9.1,2.8,13.0,999.9,87.1,70,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-07-15,45,2012,07,15,78.9,69.7,1019,1018.2,10,8.0,14.0,22,87.1,73.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-16,136,2012,07,16,81,68.1,1011,1010.3,9.7,8.7,13.0,19,91.9,73.9,0.35,G,999.9,0,1,0,0,1
94728,CP,CP,2012-07-16,335,2012,07,16,79,67.9,1011.5,1006.9,9.2,4.0,14.0,22,91,70,0.26,G,999.9,0,1,0,0,0
94789,FT,FT,2012-07-16,57,2012,07,16,79.6,69.5,1011.7,1011.1,9.6,10.1,26.0,34,93,72,0.16,G,999.9,0,1,0,0,1
14732,LG,LG,2012-07-17,169,2012,07,17,87.2,63.5,1009,1008,10,8.6,17.1,22,98.1,73.9,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-07-17,400,2012,07,17,84.6,63.3,1009.3,1004.6,9.4,3.5,9.9,18.1,93.9,70,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-07-17,79,2012,07,17,83.3,65.5,1009.6,1008.9,10,9.2,17.1,18.1,93,72,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-18,155,2012,07,18,89,68.8,1008.7,1007.6,8.9,8.5,20.0,32.1,100.4,73.4,0,G,999.9,0,1,0,0,1
94728,CP,CP,2012-07-18,350,2012,07,18,85.3,69.1,1008.9,1004.3,7.2,3.7,13.0,20,100,73,0,G,999.9,1,1,0,0,0
94789,FT,FT,2012-07-18,54,2012,07,18,84.3,70.6,1009.2,1008.5,9.2,9.8,22.0,35.9,96.1,73.4,0,G,999.9,0,1,0,0,1
14732,LG,LG,2012-07-19,119,2012,07,19,75.3,67.1,1013.1,1012,9.7,6.9,15.9,22.9,78.1,72,1.83,G,999.9,0,1,0,0,0
94728,CP,CP,2012-07-19,340,2012,07,19,73.3,67.2,1013.2,1008.5,7.5,3.4,15.0,18.1,75.9,68,1.76,G,999.9,0,1,0,0,0
94789,FT,FT,2012-07-19,63,2012,07,19,75.1,66.8,1013.3,1012.6,9.5,5.5,12.0,19,75.9,73,0.21,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-20,163,2012,07,20,69.2,63.5,1015.2,1014.3,8.8,10.0,19.0,24.1,75,62.6,0.08,G,999.9,0,1,0,0,0
94728,CP,CP,2012-07-20,375,2012,07,20,67.2,62.8,1014.9,1010.7,7.4,6.5,13.0,21,73.9,61,0.17,G,999.9,0,1,0,0,0
94789,FT,FT,2012-07-20,66,2012,07,20,68.4,62.7,1015.4,1014.7,9.2,9.0,15.0,21,77,62.1,0.06,G,999.9,0,1,0,0,0
14732,LG,LG,2012-07-21,150,2012,07,21,69.3,59.5,1018.2,1017.1,10,7.4,12.0,22.9,78.1,63,0.4,G,999.9,0,1,0,0,0
94728,CP,CP,2012-07-21,308,2012,07,21,68.1,58.5,1018.3,1013.5,9.8,4.1,12.0,999.9,77,57.9,0.43,G,999.9,0,1,0,0,0
94789,FT,FT,2012-07-21,70,2012,07,21,68.4,58.5,1018.5,1017.7,10,7.1,12.0,22.9,75.9,62.1,0.39,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-22,142,2012,07,22,74.8,59.3,1020.1,1019.1,10,5.7,14.0,15.9,82.9,64,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-07-22,295,2012,07,22,72.5,59.4,1020.3,1015.5,10,2.0,8.0,999.9,82,54,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-07-22,61,2012,07,22,72.2,59.8,1020.8,1020,10,5.0,12.0,22,80.1,62.1,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-23,134,2012,07,23,77.4,67.6,1017.1,1016.1,9.4,8.2,15.0,19,86,69.1,0,G,999.9,0,1,0,0,0
94728,CP,CP,2012-07-23,320,2012,07,23,76,67.2,1016.9,1012.1,8.9,3.0,13.0,999.9,86,64,0,G,999.9,0,1,0,0,0
94789,FT,FT,2012-07-23,51,2012,07,23,75.6,68,1017.8,1017,9.8,10.2,18.1,22,84,64.9,0,G,999.9,0,1,0,0,0
14732,LG,LG,2012-07-24,155,2012,07,24,83.1,68.3,1005.4,1004.6,9.4,10.0,19.0,28,93.9,73,0.07,G,999.9,0,1,0,0,1
94728,CP,CP,2012-07-24,376,2012,07,24,80.3,67.3,1005.4,1001,8.1,6.0,15.0,18.1,90,70,0.15,G,999.9,0,1,0,0,0
94789,FT,FT,2012-07-24,43,2012,07,24,82.6,68.2,1005.9,1005.4,9.3,11.2,18.1,25.1,95,69.1,0.05,G,999.9,0,1,0,0,1
14732,LG,LG,2012-07-25,170,2012,07,25,78.2,55.1,1009.1,1008,10,10.1,14.0,20,93.9,70,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-07-25,383,2012,07,25,76.5,53.5,1009.7,1004.9,10,4.2,19.0,999.9,84.9,66.9,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-07-25,59,2012,07,25,78.4,52.5,1009.4,1008.6,10,10.5,17.1,25.1,95,66.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-26,161,2012,07,26,81.4,63.3,1007,1005.9,9.7,8.3,28.9,42.9,95,70,0,G,999.9,0,1,0,0,1
94728,CP,CP,2012-07-26,385,2012,07,26,78,62.4,1007,1002.4,8.9,4.3,13.0,29.9,87.1,66.9,0,G,999.9,1,1,0,0,0
94789,FT,FT,2012-07-26,58,2012,07,26,77,67.2,1007.5,1006.9,9.8,9.8,14.0,17.1,88,66.9,0,G,999.9,0,1,0,0,1
14732,LG,LG,2012-07-27,166,2012,07,27,80.3,69.2,1006.9,1005.6,9.8,8.9,28.9,999.9,95,73,0.42,G,999.9,0,1,0,0,1
94728,CP,CP,2012-07-27,405,2012,07,27,76.6,69.3,1007,1002.2,9.1,4.4,14.0,999.9,87.1,70,0.6,G,999.9,0,1,0,0,0
94789,FT,FT,2012-07-27,67,2012,07,27,79.4,69.7,1007.3,1006.3,9.8,10.3,35.0,47,90,72,0.49,G,999.9,0,1,0,0,1
14732,LG,LG,2012-07-28,149,2012,07,28,76.4,70.4,1011.9,1010.9,7.5,8.8,15.0,21,86,69.8,0,G,999.9,0,1,0,0,0
94728,CP,CP,2012-07-28,301,2012,07,28,75.5,69.6,1012.2,1007.5,7,3.9,8.0,15.9,84,68,0,G,999.9,1,1,0,0,0
94789,FT,FT,2012-07-28,63,2012,07,28,77.4,70.9,1012.1,1011.4,8.6,6.0,13.0,999.9,90,71.1,0,G,999.9,0,1,0,0,0
14732,LG,LG,2012-07-29,107,2012,07,29,72.7,66.4,1014.4,1013.3,10,6.8,12.0,19,81,70,0.26,G,999.9,0,1,0,0,1
94728,CP,CP,2012-07-29,224,2012,07,29,71.7,66.1,1015.1,1009.9,9.4,3.2,12.0,15.9,79,66.9,0.18,G,999.9,0,1,0,0,0
94789,FT,FT,2012-07-29,45,2012,07,29,72.5,66.4,1014.9,1013.9,10,5.8,8.0,999.9,81,69.1,0.07,G,999.9,0,1,0,0,0
14732,LG,LG,2012-07-30,136,2012,07,30,74.6,65.6,1018.4,1017.3,10,7.0,12.0,18.1,81,69.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-07-30,335,2012,07,30,73.1,65.1,1018.6,1013.8,10,2.2,8.9,999.9,79,64.9,0.01,G,999.9,0,0,0,0,0
94789,FT,FT,2012-07-30,59,2012,07,30,72.9,65.4,1018.9,1018.1,10,5.8,13.0,21,79,66.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-07-31,129,2012,07,31,74,65.1,1016.6,1015.9,10,8.2,12.0,999.9,81,69.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-07-31,357,2012,07,31,73.4,64.3,1016.7,1012.3,10,3.8,14.0,999.9,80.1,60.1,0,G,999.9,0,1,0,0,0
94789,FT,FT,2012-07-31,54,2012,07,31,73.6,64.6,1017.4,1016.5,10,6.3,8.9,999.9,79,66.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-01,172,2012,08,01,75.2,68.8,1012.1,1011.1,9.5,6.1,11.1,999.9,80.6,73,0.24,G,999.9,0,1,0,0,1
94728,CP,CP,2012-08-01,391,2012,08,01,72.2,68.4,1012.4,1007.5,7.8,2.5,9.9,999.9,78.1,66.9,0.55,G,999.9,1,1,0,0,0
94789,FT,FT,2012-08-01,53,2012,08,01,75,69.5,1012.7,1012,9.8,7.0,12.0,999.9,82.4,71.1,0,G,999.9,0,1,0,0,1
14732,LG,LG,2012-08-02,139,2012,08,02,79.1,68.5,1011,1010,9.5,4.2,17.1,21,90,73,0.15,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-02,376,2012,08,02,75,68.4,1011.3,1006.6,6.2,2.7,11.1,999.9,87.1,66.2,0.11,G,999.9,1,0,0,0,0
94789,FT,FT,2012-08-02,55,2012,08,02,77.7,69.3,1011.6,1010.8,9.4,7.0,17.1,20,86,71.1,0.07,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-03,155,2012,08,03,83.4,71.5,1014.5,1013.5,9.1,6.8,11.1,999.9,93,73,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-03,364,2012,08,03,77.9,70.8,1015.3,1010.5,6,4.4,13.0,18.1,89.1,69.1,0,G,999.9,1,0,0,0,0
94789,FT,FT,2012-08-03,70,2012,08,03,79.7,73.2,1015.3,1014.5,8.2,9.2,15.0,22.9,87.1,71.1,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-04,161,2012,08,04,83.4,71.3,1020.4,1019.4,9.8,7.4,14.0,19,93,77,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-04,345,2012,08,04,77.9,71.7,1021.1,1016.4,5.7,4.1,11.1,18.1,90,71.1,0,G,999.9,1,0,0,0,0
94789,FT,FT,2012-08-04,62,2012,08,04,79.6,73.3,1021.2,1020.4,9.7,7.7,14.0,999.9,88,73.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-05,136,2012,08,05,83.4,74.6,1019.1,1018.4,9.7,9.9,20.0,28.9,91,78.1,0,G,999.9,0,1,0,0,1
94728,CP,CP,2012-08-05,311,2012,08,05,78.1,72.4,1019.7,1014.1,5.8,6.1,15.0,22.9,91,69.1,0,G,999.9,1,1,0,0,0
94789,FT,FT,2012-08-05,71,2012,08,05,81.5,75.4,1019.8,1019.4,9.7,12.6,24.1,31.1,88,73.9,0,G,999.9,0,0,0,0,1
14732,LG,LG,2012-08-06,163,2012,08,06,80.2,67.3,1015.2,1014.2,9.9,9.1,15.0,33,91,75,0.3,G,999.9,0,1,0,0,1
94728,CP,CP,2012-08-06,376,2012,08,06,77.3,66.9,1015.7,1010.8,8.9,5.5,15.0,22,86,71.1,0.49,G,999.9,0,1,0,0,0
94789,FT,FT,2012-08-06,54,2012,08,06,80,67.5,1015.7,1015,9.6,10.8,23.9,33,90,73,0.41,G,999.9,0,1,0,0,1
14732,LG,LG,2012-08-07,140,2012,08,07,77.3,58.9,1015.5,1014.5,10,6.3,11.1,14,88,71.1,0.01,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-07,350,2012,08,07,75.2,58.1,1015.7,1010.9,10,1.2,9.9,999.9,82.9,63,0.01,G,999.9,0,0,0,0,0
94789,FT,FT,2012-08-07,57,2012,08,07,75.7,58.6,1016,1015.3,10,5.7,11.1,999.9,90,68,0.23,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-08,135,2012,08,08,79.8,68,1014.6,1013.6,9.2,5.1,9.9,15,87.1,71.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-08,341,2012,08,08,77.8,67.1,1014.7,1010,8.8,1.1,8.0,999.9,86,64,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-08-08,52,2012,08,08,77.8,68.9,1015.2,1014.5,9.8,4.2,9.9,999.9,86,68,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-09,151,2012,08,09,81.2,71.1,1013.4,1012.4,10,7.2,13.0,20,89.1,75,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-09,379,2012,08,09,78.2,69.6,1013.6,1008.9,9.3,2.3,7.0,15,88,61,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-08-09,51,2012,08,09,78.6,72.1,1014.1,1013.4,10,8.0,15.0,999.9,86,71.1,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-10,172,2012,08,10,79.2,72.9,1010.2,1009.2,9.4,8.3,13.0,20,89.1,72,0,G,999.9,0,1,0,0,0
94728,CP,CP,2012-08-10,374,2012,08,10,75.3,71.3,1011.6,1005.5,7.6,5.4,20.0,23.9,79,66.2,0,G,999.9,1,1,0,0,0
94789,FT,FT,2012-08-10,71,2012,08,10,77.8,73.3,1010.8,1010.1,8.6,9.0,13.0,999.9,86,70,0,G,999.9,1,1,0,0,1
14732,LG,LG,2012-08-11,137,2012,08,11,80.8,72.3,1009.7,1008.7,10,8.0,14.0,21,88,72,0.31,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-11,315,2012,08,11,77.7,71.5,1010.2,1005.4,7.8,6.9,16.9,28,87.1,71.1,1.1,G,999.9,0,1,0,0,0
94789,FT,FT,2012-08-11,55,2012,08,11,78.5,73.4,1010.4,1009.7,9.6,9.1,21.0,25.1,84.9,72,2.12,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-12,150,2012,08,12,81,64.7,1012.3,1011.2,10,7.8,13.0,20,88,75,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-12,293,2012,08,12,77.8,65.4,1012.5,1007.8,8.7,5.7,22.0,29.9,84.9,69.8,0.62,G,999.9,0,1,0,0,0
94789,FT,FT,2012-08-12,62,2012,08,12,78.8,67.2,1013,1012.2,10,9.1,14.0,19,84.9,73.4,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-13,147,2012,08,13,79.1,59.5,1014.3,1013.2,10,8.2,11.1,19,88,72,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-13,318,2012,08,13,76.3,61.2,1014.6,1009.9,9.2,4.3,13.0,999.9,86,69.1,0.05,G,999.9,0,0,0,0,0
94789,FT,FT,2012-08-13,39,2012,08,13,78.6,59.1,1014.7,1013.9,10,9.0,15.0,17.1,87.1,71.1,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-14,123,2012,08,14,78.9,63,1013.9,1012.8,10,6.2,12.0,15.9,87.1,72,0,G,999.9,0,1,0,0,0
94728,CP,CP,2012-08-14,348,2012,08,14,76,62.6,1014,1009.3,9.6,2.3,9.9,999.9,81,69.1,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-08-14,49,2012,08,14,76.8,64.4,1014.4,1013.7,9.9,5.8,11.1,999.9,87.1,70,0,G,999.9,0,1,0,0,0
14732,LG,LG,2012-08-15,158,2012,08,15,76.2,69.8,1011.1,1010.2,9.5,6.8,21.0,27,82,70,0.05,G,999.9,0,1,0,0,1
94728,CP,CP,2012-08-15,383,2012,08,15,73.6,68.9,1011.5,1006.6,6.5,3.5,9.9,999.9,81,66.2,0.01,G,999.9,1,1,0,0,0
94789,FT,FT,2012-08-15,61,2012,08,15,76.7,70.8,1011.6,1010.8,8.9,5.0,18.1,22,82.9,69.1,0,G,999.9,0,1,0,0,1
14732,LG,LG,2012-08-16,159,2012,08,16,75.6,64,1011.5,1010.5,8.9,5.9,11.1,15.9,86,70,0.62,G,999.9,0,1,0,0,0
94728,CP,CP,2012-08-16,393,2012,08,16,74,64.3,1011.9,1007.1,6.7,3.1,13.0,15,84.9,66,0.15,G,999.9,1,1,0,0,0
94789,FT,FT,2012-08-16,61,2012,08,16,75.9,63.3,1011.8,1011,9,6.8,15.0,17.1,88,69.1,0.44,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-17,149,2012,08,17,81.3,61.2,1010.4,1009.4,10,7.0,15.0,21,91.9,70,0,G,999.9,0,1,0,0,1
94728,CP,CP,2012-08-17,365,2012,08,17,77.9,60.7,1010.6,1005.8,9.5,3.3,15.0,17.1,88,69.1,0,G,999.9,0,1,0,0,0
94789,FT,FT,2012-08-17,60,2012,08,17,77.6,64.1,1011.2,1010.4,9.9,8.6,18.1,21,88,69.1,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-18,139,2012,08,18,72.7,62.4,1011.2,1010.1,9.8,6.7,15.0,19,91.9,64.9,0.25,G,999.9,0,1,0,0,1
94728,CP,CP,2012-08-18,346,2012,08,18,69.8,63.7,1011.3,1006.8,8.4,4.1,9.9,999.9,78.1,62.6,0.01,G,999.9,0,1,0,0,0
94789,FT,FT,2012-08-18,55,2012,08,18,72.6,63.4,1011.6,1010.7,9.8,7.6,15.9,19,84.9,64,0.33,G,999.9,0,1,0,0,1
14732,LG,LG,2012-08-19,135,2012,08,19,71.9,52.8,1013.8,1012.8,10,4.3,9.9,999.9,81,66,0.13,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-19,272,2012,08,19,68.7,55,1014.2,1009.4,10,1.3,12.0,999.9,75,62.1,0.23,G,999.9,0,0,0,0,0
94789,FT,FT,2012-08-19,60,2012,08,19,70.4,54.3,1014.1,1013.4,10,5.3,9.9,999.9,81,63,0.04,G,999.9,0,1,0,0,0
14732,LG,LG,2012-08-20,118,2012,08,20,73.6,57.3,1012.3,1011.3,10,4.6,8.9,999.9,80.1,66,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-20,298,2012,08,20,71.4,56.7,1012.5,1007.6,10,0.8,9.9,999.9,78.1,64,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-08-20,57,2012,08,20,71.8,57.5,1012.8,1012.1,10,5.7,8.9,999.9,77,63,0,G,999.9,0,1,0,0,0
14732,LG,LG,2012-08-21,122,2012,08,21,74.9,58.9,1015,1014,10,5.3,8.9,18.1,82.9,68,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-21,310,2012,08,21,72.8,57.2,1015.5,1012.2,10,2.5,12.0,999.9,81,60.8,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-08-21,50,2012,08,21,73.6,59.7,1015.5,1014.7,10,5.4,8.9,999.9,81,66,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-22,150,2012,08,22,76.6,61.1,1019.3,1018.3,9.9,5.5,15.0,18.1,82.9,69.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-22,304,2012,08,22,73.8,60.3,1019.6,1014.8,9.8,1.7,8.0,999.9,80.1,61,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-08-22,50,2012,08,22,74.7,62.6,1019.9,1019.2,10,5.7,11.1,999.9,82,66.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-23,121,2012,08,23,77.5,63.2,1020.2,1019.2,9.9,4.9,9.9,14,84.9,72,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-23,389,2012,08,23,74.7,61.7,1020.4,1015.6,8.9,2.0,8.9,999.9,84,62.6,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-08-23,64,2012,08,23,74.6,65.3,1020.9,1020.1,9.7,6.6,13.0,999.9,82,66.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-24,159,2012,08,24,78.7,62.4,1020.5,1019.4,9.8,5.4,9.9,999.9,87.1,72,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-24,389,2012,08,24,77.3,60.9,1020.7,1015.9,9.3,2.0,7.0,999.9,87.1,66,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-08-24,53,2012,08,24,76,65.9,1021,1020.2,9.6,5.6,9.9,999.9,84.9,68,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-25,140,2012,08,25,77.5,67.3,1023.2,1022.1,9,6.9,14.0,999.9,87.1,73,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-25,269,2012,08,25,75.7,65.2,1023.6,1018.8,7.3,3.2,13.0,18.1,84,62.6,0.01,G,999.9,1,0,0,0,0
94789,FT,FT,2012-08-25,65,2012,08,25,76.2,66.7,1023.6,1022.8,9.7,6.2,15.0,17.1,84.9,68,0,G,999.9,0,0,0,0,0
14732,LG,LG,2012-08-26,118,2012,08,26,74.5,63.9,1025.2,1024.2,10,8.4,11.1,20,84,70,0,G,999.9,0,0,0,0,0
94728,CP,CP,2012-08-26,300,2012,08,26,73.9,62.4,1025.2,1020.4,10,4.6,8.9,15,82.9,60.8,0,G,999.9,0,0,0,0,0
94789,FT,FT,2012-08-26,53,2012,08,26,73.4,63,1025.6,1024.8,10,7.6,11.1,17.1,84,66.9,0,G,999.9,0,0,0,0,0
