wban,wth_stn,name,date,num_collisions,year,mo,da,TEMP,dewp,slp,stp,visib,wdsp,mxpsd,gust,max,min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder
94789,FT,FT,2017-02-12,68,2017,02,12,35.7,31,1017.2,1014.9,7.2,7.9,15.0,999.9,45,30,0.05,G,5.1,0,1,1,0,0
14732,LG,LG,2017-02-13,214,2017,02,13,38.2,26.1,1006.4,1004.9,9.5,20.7,35.9,52.1,42.1,32,0.41,G,1.2,0,1,0,0,0
94728,CP,CP,2017-02-13,345,2017,02,13,35.2,24.7,1007,1001.6,9.8,9.9,21.0,34,39.9,30,0.44,G,2,0,1,0,0,0
94789,FT,FT,2017-02-13,83,2017,02,13,36.7,27.6,1006.8,1005.6,9.7,19.8,29.9,44.1,39,32,0.35,G,3.9,0,0,1,0,0
14732,LG,LG,2017-02-14,220,2017,02,14,34.6,19.3,1013.3,1012.2,10,11.6,24.1,32.1,42.1,30.9,0.01,G,1.2,0,0,0,0,0
94728,CP,CP,2017-02-14,381,2017,02,14,32.6,18.8,1013,1008,10,5.5,11.1,22,39.9,28,0.02,G,2,0,0,0,0,0
94789,FT,FT,2017-02-14,87,2017,02,14,32.5,20.8,1013.8,1013.1,10,12.3,26.0,35.9,39,28,0,G,2,0,0,0,0,0
14732,LG,LG,2017-02-15,219,2017,02,15,40.9,30,1000.8,999.8,9.8,6.5,21.0,28,50,30.9,0,G,999.9,0,1,0,0,0
94728,CP,CP,2017-02-15,316,2017,02,15,40.3,29.5,1000.1,995.2,9.4,4.6,15.9,25.1,46.9,28,0,G,2,0,0,0,0,0
94789,FT,FT,2017-02-15,68,2017,02,15,38.1,33,1001.5,1000.7,10,6.9,20.0,26,46,28,0,G,1.2,0,1,0,0,0
14732,LG,LG,2017-02-16,209,2017,02,16,36.2,20.5,999.6,998.5,10,18.5,22.9,29.9,50,33.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-02-16,364,2017,02,16,33.6,19.1,1000.1,994.7,10,8.9,13.0,25.1,46.9,30.9,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-02-16,79,2017,02,16,35.5,20.6,1000.4,999.2,10,18.6,22.9,34,46,30.9,0,G,1.2,0,0,0,0,0
14732,LG,LG,2017-02-17,242,2017,02,17,34.3,15.8,1009.5,1008.5,10,15.4,24.1,32.1,44.1,28.9,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-02-17,360,2017,02,17,32.1,14.1,1009.7,1004.7,10,8.3,12.0,22,41,26.1,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-02-17,78,2017,02,17,33.3,15.3,1009.9,1009.2,10,16.1,26.0,32.1,44.1,27,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-02-18,215,2017,02,18,46.3,22.1,1009.7,1008.7,10,8.3,13.0,999.9,64.9,28.9,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-02-18,283,2017,02,18,45.7,21.7,1009.3,1004.4,10,4.2,8.0,17.1,63,26.1,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-02-18,72,2017,02,18,40.9,26.2,1010.4,1009.6,10,6.1,13.0,999.9,53.1,27,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-02-19,136,2017,02,19,60.4,33,1007.1,1006.1,10,9.1,13.0,19,66,55.9,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-02-19,248,2017,02,19,59.9,32.1,1007.5,1002.6,10,5.9,12.0,20,64.9,54,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-02-19,54,2017,02,19,55.2,35.9,1007.7,1006.9,10,9.5,15.0,25.1,68,30,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-02-20,154,2017,02,20,51.4,28.2,1018.6,1017.6,10,9.9,15.0,22,66,45,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-02-20,225,2017,02,20,50.5,25.4,1019.3,1014.4,10,5.7,13.0,20,64.9,43,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-02-20,49,2017,02,20,52.1,28.8,1018.9,1018.2,10,10.8,15.9,22,68,45,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-02-21,144,2017,02,21,42.1,19.7,1027,1026,10,8.8,13.0,22,55,36,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-02-21,275,2017,02,21,40.8,18.8,1026.7,1021.7,10,5.5,9.9,17.1,55,34,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-02-21,64,2017,02,21,39.6,21,1027.5,1026.7,10,8.6,15.9,22.9,55.9,30.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-02-22,154,2017,02,22,48.2,35.4,1017.4,1016.1,10,7.0,12.0,15.9,59,36,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-02-22,258,2017,02,22,47.2,35.4,1017,1012,9.8,3.5,7.0,19,57,34,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-02-22,65,2017,02,22,43.8,38.8,1018.2,1017.4,10,6.4,9.9,999.9,51.1,30.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-02-23,198,2017,02,23,51.3,44.2,1011.5,1010.6,8.9,5.2,11.1,15,64.9,42.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-02-23,318,2017,02,23,53,44.9,1011.4,1006.6,8.5,2.2,8.0,999.9,64.9,42.1,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-02-23,65,2017,02,23,45.5,44.3,1012.2,1011.5,6.5,3.6,9.9,999.9,57,37.9,0,G,999.9,1,1,0,0,0
14732,LG,LG,2017-02-24,212,2017,02,24,59.6,49.4,1012.4,1011.4,10,7.5,15.9,22.9,70,42.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-02-24,357,2017,02,24,62.7,51.6,1012.3,1007.6,9.9,5.1,9.9,18.1,70,44.1,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-02-24,88,2017,02,24,51.7,48.9,1013.3,1012.5,10,7.9,20.0,25.1,62.1,37.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-02-25,202,2017,02,25,57.1,52.5,1007.7,1006,6.9,8.5,21.0,28,70,48.9,0,G,999.9,1,1,0,0,1
94728,CP,CP,2017-02-25,309,2017,02,25,57.3,53.5,1008.1,1001.6,8.7,5.4,15.0,24.1,70,50,0,G,999.9,1,1,0,0,0
94789,FT,FT,2017-02-25,62,2017,02,25,52.7,51.9,1008.3,1007,2.2,9.7,19.0,21,63,45,0,G,999.9,1,1,0,0,1
14732,LG,LG,2017-02-26,149,2017,02,26,44.5,25.9,1011.3,1009.5,9.6,16.5,25.1,35,64.9,39,0.32,G,999.9,0,1,0,0,1
94728,CP,CP,2017-02-26,253,2017,02,26,41.5,24.8,1012.3,1005.6,9.2,7.6,13.0,24.1,63,36,0.54,G,999.9,0,1,0,0,0
94789,FT,FT,2017-02-26,60,2017,02,26,44,27.4,1012.1,1010.1,9.4,16.8,22.9,33,63,37.9,0.34,G,999.9,0,1,0,0,0
14732,LG,LG,2017-02-27,215,2017,02,27,43.8,20.7,1026.9,1025.9,10,9.5,15.0,22,54,37,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-02-27,253,2017,02,27,42.2,19.2,1027.1,1022.1,10,6.0,9.9,15.9,53.1,35.1,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-02-27,72,2017,02,27,40.6,26,1027.7,1026.9,10,12.0,20.0,999.9,52,32,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-02-28,208,2017,02,28,49.9,36.4,1027.2,1025.8,10,7.5,15.0,999.9,57.9,37,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-02-28,311,2017,02,28,51.1,37.4,1026.5,1021.5,9.8,3.2,8.9,999.9,59,35.1,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-02-28,72,2017,02,28,48.3,42.9,1027.8,1026.6,9.2,5.7,11.1,999.9,57.9,32,0,G,999.9,1,0,0,0,0
14732,LG,LG,2017-03-01,186,2017,03,01,57.6,51.9,1008,1008,8.5,6.5,13.0,22.9,71.1,44.1,0,G,999.9,0,1,0,0,1
94728,CP,CP,2017-03-01,310,2017,03,01,58.6,53.5,1007.5,1003.1,8.6,4.5,8.9,19,70,46.9,0,G,999.9,0,1,0,0,0
94789,FT,FT,2017-03-01,75,2017,03,01,50.9,50.3,1008.1,1009.1,3.4,9.0,18.1,999.9,57.9,43,0,G,999.9,1,1,0,0,0
14732,LG,LG,2017-03-02,202,2017,03,02,55.1,30.7,1002.1,1001.1,10,20.0,29.9,45.1,71.1,43,0.12,G,999.9,0,0,0,0,0
94728,CP,CP,2017-03-02,375,2017,03,02,52,28.1,1003,998.2,10,10.0,19.0,36.9,70,41,0.12,G,999.9,0,0,0,0,0
94789,FT,FT,2017-03-02,76,2017,03,02,51.9,31.3,1002.8,1002,9.9,21.3,29.9,44.1,62.1,43,0.01,G,999.9,0,0,0,0,0
14732,LG,LG,2017-03-03,269,2017,03,03,37.1,11.2,1021.2,1020.2,10,15.2,21.0,32.1,43,32,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-03-03,374,2017,03,03,34.5,8.9,1021.6,1016.6,10,6.5,9.9,22,39.9,30,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-03-03,102,2017,03,03,37,8,1021.6,1020.9,10,14.6,19.0,31.1,43,30.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-03-04,195,2017,03,04,27.9,6.9,1031.3,1030.3,10,18.9,27.0,35,42.1,23,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-03-04,267,2017,03,04,25.1,1.8,1031.7,1026.5,10,8.1,12.0,27,39,19.9,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-03-04,74,2017,03,04,27.3,1.4,1031.7,1030.9,10,18.8,26.0,36.9,42.1,21,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-03-05,175,2017,03,05,24.9,-3.2,1036,1035,10,13.9,21.0,29.9,37.9,17.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-03-05,259,2017,03,05,22.8,-8.1,1035.9,1030.7,10,6.1,12.0,22.9,37,14,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-03-05,55,2017,03,05,23.9,-9.8,1036.2,1035.4,10,14.9,20.0,28,37.9,16,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-03-06,215,2017,03,06,34.4,4.8,1033.2,1032.2,10,6.3,11.1,999.9,45,17.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-03-06,321,2017,03,06,33.5,5.8,1032.9,1027.8,10,2.6,6.0,999.9,45,14,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-03-06,82,2017,03,06,31.8,4,1033.8,1033,10,5.8,9.9,999.9,39.9,16,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-03-07,195,2017,03,07,46.5,36.4,1026.6,1025.8,9.4,7.7,11.1,17.1,53.1,28,0,G,999.9,0,1,0,0,0
94728,CP,CP,2017-03-07,366,2017,03,07,45.6,37.1,1026.2,1021.2,8.7,3.8,7.0,15,52,26.1,0,G,999.9,0,1,0,0,0
94789,FT,FT,2017-03-07,76,2017,03,07,44.5,37.7,1027.4,1026.6,9.2,9.4,12.0,999.9,48,39.9,0,G,999.9,0,1,0,0,0
14732,LG,LG,2017-03-08,206,2017,03,08,53.8,36.7,1015.1,1014,9.8,10.3,22.9,28.9,62.1,43,0.16,G,999.9,0,1,0,0,0
94728,CP,CP,2017-03-08,325,2017,03,08,54.2,36.7,1014.8,1009.8,9.9,5.4,13.0,21,59,42.1,0.12,G,999.9,0,1,0,0,0
94789,FT,FT,2017-03-08,78,2017,03,08,52,37.5,1015.8,1015,9.6,14.5,21.0,27,61,42.1,0.16,G,999.9,0,1,0,0,0
14732,LG,LG,2017-03-09,227,2017,03,09,58.4,17.1,1013.4,1012.3,10,14.9,25.1,35.9,64.9,48.9,0.06,G,999.9,0,0,0,0,0
94728,CP,CP,2017-03-09,346,2017,03,09,55.5,16.8,1013.5,1008.7,10,8.3,13.0,29.9,61,51.1,0.02,G,999.9,0,0,0,0,0
94789,FT,FT,2017-03-09,92,2017,03,09,55.1,22.7,1014.1,1013.3,10,17.0,22.9,34,64,46,0.05,G,999.9,0,0,0,0,0
14732,LG,LG,2017-03-10,220,2017,03,10,42.1,24.6,1012.4,1011.4,7.3,12.3,22.9,29.9,64.9,33.1,0,G,1.2,1,0,1,0,0
94728,CP,CP,2017-03-10,314,2017,03,10,39.2,23.9,1012.2,1007,7.2,5.9,9.9,19,53.1,32,0,G,999.9,1,0,1,0,0
94789,FT,FT,2017-03-10,78,2017,03,10,41.5,23.3,1012.8,1011.6,7.3,13.1,26.0,31.1,64,32,0,G,2,1,0,1,0,0
14732,LG,LG,2017-03-11,190,2017,03,11,26.3,6.3,1019,1017.9,10,17.7,27.0,33,48.9,19.9,0.24,G,1.2,0,0,0,0,0
94728,CP,CP,2017-03-11,297,2017,03,11,23.2,4,1019.2,1014.2,10,8.6,13.0,25.1,30.9,17.1,0.31,G,999.9,0,0,0,0,0
94789,FT,FT,2017-03-11,61,2017,03,11,24.6,4.4,1019.3,1018.6,10,17.4,27.0,35,48.9,18,0.26,G,1.2,0,0,0,0,0
14732,LG,LG,2017-03-12,178,2017,03,12,26.6,6,1025.3,1024.3,10,16.2,20.0,27,32,19.9,0,G,1.2,0,0,0,0,0
94728,CP,CP,2017-03-12,271,2017,03,12,23.8,3.3,1025.4,1020.3,10,7.9,12.0,21,28.9,17.1,0,G,1.2,0,0,0,0,0
94789,FT,FT,2017-03-12,67,2017,03,12,25.2,4.6,1025.7,1024.9,10,16.2,21.0,28,32,18,0,G,1.2,0,0,0,0,0
14732,LG,LG,2017-03-13,298,2017,03,13,28.4,5.5,1030.6,1029.6,10,9.1,15.9,22,37,21.9,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-03-13,402,2017,03,13,26,3.9,1030.4,1025.3,10,4.2,9.9,17.1,36,19.9,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-03-13,92,2017,03,13,26.4,4.9,1031.2,1030.4,10,9.6,18.1,27,33.1,19.9,0,G,1.2,0,0,0,0,0
14732,LG,LG,2017-03-14,127,2017,03,14,32.1,25.9,1011.1,1004.4,3.5,19.5,31.1,42.9,37,23,0.32,G,7.1,1,0,1,0,0
94728,CP,CP,2017-03-14,185,2017,03,14,29.6,24.9,1006.6,1001.4,3.4,9.9,18.1,31.1,36,19.9,0.61,G,999.9,1,0,1,0,0
94789,FT,FT,2017-03-14,62,2017,03,14,32.2,26.8,1009.3,1006.7,4.2,18.1,31.1,42,36,19.9,0.54,G,5.1,1,1,1,0,0
14732,LG,LG,2017-03-15,204,2017,03,15,26.1,12,1001.2,1000,9.4,17.1,25.1,35.9,34,23,0.71,G,5.9,0,0,1,0,0
94728,CP,CP,2017-03-15,361,2017,03,15,23.2,9.4,1001.4,996.4,9.8,10.4,15.9,26,32,19.9,1.36,G,3.9,0,0,0,0,0
94789,FT,FT,2017-03-15,85,2017,03,15,25,10.9,1001.6,1000.8,9.8,18.9,26.0,36.9,36,21.9,1.09,G,3.9,0,0,1,0,0
14732,LG,LG,2017-03-16,290,2017,03,16,31.8,11.8,1012.7,1011.7,10,16.3,25.1,27,41,23,0,G,5.1,0,0,0,0,0
94728,CP,CP,2017-03-16,432,2017,03,16,29.7,9.8,1012.9,1007.9,10,7.7,14.0,31.1,39,19.9,0,G,5.9,0,0,0,0,0
94789,FT,FT,2017-03-16,117,2017,03,16,30.4,10.9,1013.3,1012.5,10,16.2,22.9,28.9,39.9,21.9,0,G,3.1,0,0,0,0,0
14732,LG,LG,2017-03-17,257,2017,03,17,38.8,13.8,1021.7,1020.7,10,11.5,19.0,22,48.9,27,0,G,3.9,0,0,0,0,0
94728,CP,CP,2017-03-17,406,2017,03,17,36.3,12.6,1021.9,1016.9,10,6.1,9.9,18.1,46.9,24.1,0,G,5.1,0,0,0,0,0
94789,FT,FT,2017-03-17,93,2017,03,17,36.5,15.6,1022.3,1021.5,10,12.7,18.1,22.9,45,25,0,G,2,0,0,0,0,0
14732,LG,LG,2017-03-18,144,2017,03,18,38.1,24,1022.7,1021.6,8.8,8.9,15.9,999.9,48.9,32,0,G,3.1,0,1,1,0,0
94728,CP,CP,2017-03-18,289,2017,03,18,36.3,22.5,1022.5,1017.4,8.7,6.3,14.0,20,46.9,28.9,0,G,3.9,0,1,1,0,0
94789,FT,FT,2017-03-18,71,2017,03,18,36.2,25.3,1023.1,1022.1,9.1,8.6,14.0,999.9,45,28,0,G,2,0,1,1,0,0
14732,LG,LG,2017-03-19,182,2017,03,19,40.4,25.1,1021.1,1020.2,10,13.0,21.0,25.1,48,34,0.07,G,3.1,0,0,0,0,0
94728,CP,CP,2017-03-19,295,2017,03,19,38.7,23.9,1021.1,1016.2,10,9.1,14.0,22.9,46.9,34,0.08,G,3.1,0,0,0,0,0
94789,FT,FT,2017-03-19,73,2017,03,19,39.5,25.9,1021.2,1020.5,9.8,13.7,18.1,25.1,48,28,0.07,G,1.2,0,0,1,0,0
14732,LG,LG,2017-03-20,275,2017,03,20,44,16.5,1019.3,1018.3,10,10.0,14.0,20,54,36,0,G,1.2,0,0,0,0,0
94728,CP,CP,2017-03-20,384,2017,03,20,41.5,13.9,1019.2,1014.3,10,4.3,8.9,15,52,33.1,0,G,3.1,0,0,0,0,0
94789,FT,FT,2017-03-20,91,2017,03,20,42.9,15.5,1019.6,1018.8,10,10.7,15.0,21,55,35.1,0,G,1.2,0,0,0,0,0
14732,LG,LG,2017-03-21,214,2017,03,21,50.6,25.6,1013,1012,10,6.4,15.0,18.1,62.1,37,0,G,2,0,0,0,0,0
94728,CP,CP,2017-03-21,353,2017,03,21,48.5,24.2,1012.9,1008.1,10,3.5,8.0,15,59,33.1,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-03-21,69,2017,03,21,48.7,26.7,1013.6,1012.8,10,8.1,13.0,999.9,57,35.1,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-03-22,214,2017,03,22,42.9,15.7,1016.3,1015.2,10,16.7,28.9,39,62.1,30.9,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-03-22,308,2017,03,22,39.7,11.2,1017.1,1012.2,10,9.3,18.1,29.9,59,28.9,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-03-22,95,2017,03,22,42.5,14.1,1016.5,1015.7,10,17.7,28.0,38.1,57,30,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-03-23,239,2017,03,23,32,2.8,1033,1032,10,10.9,22.0,29.9,51.1,26.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-03-23,366,2017,03,23,30.2,0.9,1033.2,1028,10,5.3,8.9,20,50,23,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-03-23,98,2017,03,23,31.2,-0.2,1033.3,1032.6,10,12.5,24.1,29.9,50,23,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-03-24,216,2017,03,24,44.1,21.9,1029.5,1028.5,10,9.0,15.9,22.9,57.9,26.1,0,G,999.9,0,1,0,0,0
94728,CP,CP,2017-03-24,355,2017,03,24,43.3,20.2,1028.8,1023.8,10,4.2,8.0,18.1,57,23,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-03-24,83,2017,03,24,39.9,30.1,1030.3,1029.6,10,12.3,20.0,26,48.9,23,0,G,999.9,0,1,0,0,0
14732,LG,LG,2017-03-25,210,2017,03,25,54.2,36.4,1020.9,1019.9,10,6.9,13.0,999.9,57.9,37.9,0,G,999.9,0,1,0,0,0
94728,CP,CP,2017-03-25,278,2017,03,25,54.1,36.9,1021.1,1016.2,9.8,5.5,11.1,18.1,62.1,36,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-03-25,83,2017,03,25,50.7,41,1021.4,1020.6,9.9,7.5,15.0,999.9,62.1,32,0,G,999.9,0,1,0,0,0
14732,LG,LG,2017-03-26,154,2017,03,26,42.2,34.4,1029.9,1028.9,10,12.2,17.1,999.9,57,39,0.1,G,999.9,0,1,0,0,0
94728,CP,CP,2017-03-26,241,2017,03,26,40.3,34.5,1029.8,1024.8,9.4,7.8,13.0,20,45,37,0.15,G,999.9,0,1,0,0,0
94789,FT,FT,2017-03-26,61,2017,03,26,42,36.9,1030.1,1029.3,9.5,10.3,15.0,19,46,39,0.13,G,999.9,0,1,0,0,0
14732,LG,LG,2017-03-27,208,2017,03,27,42.3,38.7,1020.8,1020.2,4.2,8.4,13.0,999.9,50,39,0.02,G,999.9,1,1,0,0,0
94728,CP,CP,2017-03-27,348,2017,03,27,42.5,40,1019.6,1016.2,4,4.3,8.9,15,53.1,37,0.01,G,999.9,1,1,0,0,0
94789,FT,FT,2017-03-27,73,2017,03,27,45.2,43.2,1021.5,1020.7,4.1,6.7,12.0,999.9,57.9,39,0.04,G,999.9,1,1,0,0,0
14732,LG,LG,2017-03-28,209,2017,03,28,43.5,40,1015.2,1013.3,3.7,8.8,15.9,999.9,50,39,0.42,G,999.9,0,1,0,0,0
94728,CP,CP,2017-03-28,318,2017,03,28,43.8,42.3,1014.3,1009.1,4.8,5.2,9.9,999.9,53.1,37,0.37,G,999.9,0,1,0,0,0
94789,FT,FT,2017-03-28,65,2017,03,28,46.9,45.2,1014.5,1013.7,6.8,6.4,15.9,999.9,57.9,39.9,0.3,G,999.9,0,1,0,0,1
14732,LG,LG,2017-03-29,213,2017,03,29,49.1,36.2,1016.4,1015,8.4,9.9,15.9,24.1,59,42.1,0.43,G,999.9,0,1,0,0,0
94728,CP,CP,2017-03-29,363,2017,03,29,48.4,37,1017.1,1011.2,8.6,5.6,11.1,18.1,60.1,41,0.6,G,999.9,0,1,0,0,0
94789,FT,FT,2017-03-29,96,2017,03,29,49.5,38.1,1016.6,1015.4,9.4,12.9,20.0,27,61,42.1,0.8,G,999.9,0,1,0,0,0
14732,LG,LG,2017-03-30,187,2017,03,30,45.9,23.3,1022.9,1021.8,10,8.7,15.0,22.9,59,41,0,G,999.9,0,1,0,0,0
94728,CP,CP,2017-03-30,367,2017,03,30,44.3,23.1,1022.8,1017.9,10,6.3,14.0,20,60.1,37.9,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-03-30,85,2017,03,30,43.3,24.6,1023.4,1022.6,10,9.6,17.1,22.9,61,37,0,G,999.9,0,1,0,0,0
14732,LG,LG,2017-03-31,226,2017,03,31,42.9,34.9,1017.8,1016.3,5.6,10.5,18.1,24.1,46,39.2,0.33,G,999.9,0,1,0,0,0
94728,CP,CP,2017-03-31,428,2017,03,31,40.4,35.9,1018.1,1011.7,5,6.5,13.0,25.1,52,37.9,0.33,G,999.9,0,1,0,0,0
94789,FT,FT,2017-03-31,99,2017,03,31,41,37.1,1017.8,1017,6.1,12.3,22.9,35,50,37,0.56,G,999.9,0,1,0,0,0
14732,LG,LG,2017-04-01,189,2017,04,01,42.2,35.2,1008.6,1007.1,7,17.2,25.1,35,48,39,1.78,G,999.9,0,1,0,0,0
94728,CP,CP,2017-04-01,314,2017,04,01,40.3,35.1,1008.4,1003.1,7.3,10.3,22.9,33,48,37,1.19,G,999.9,0,1,0,0,0
94789,FT,FT,2017-04-01,88,2017,04,01,41.6,37.4,1008,1007.1,7.1,17.2,22.9,28.9,46.9,37.9,1.53,G,999.9,0,1,0,0,0
14732,LG,LG,2017-04-02,185,2017,04,02,50.6,31.1,1018,1017.3,10,9.7,19.0,21,63,39,0.01,G,999.9,0,0,0,0,0
94728,CP,CP,2017-04-02,264,2017,04,02,49.8,29.8,1018.2,1013.2,10,4.8,8.9,15.9,63,37,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-04-02,65,2017,04,02,50,31.9,1018.3,1017.6,10,10.9,19.0,22.9,64.9,37.9,0.01,G,999.9,0,0,0,0,0
14732,LG,LG,2017-04-03,214,2017,04,03,56.4,31.5,1018.1,1016.8,10,7.0,15.9,17.1,63,43,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-04-03,366,2017,04,03,55.3,30.8,1018,1013.1,10,3.4,9.9,21,63,39.9,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-04-03,66,2017,04,03,52.5,34.4,1018.7,1017.8,10,6.8,14.0,999.9,64.9,39.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-04-04,191,2017,04,04,50.1,43,1006.8,1004.8,5.2,11.3,19.0,21,63,45,1.6,G,999.9,0,1,0,0,0
94728,CP,CP,2017-04-04,333,2017,04,04,49.1,44.9,1005.7,1000.5,6.5,6.2,11.1,18.1,63,45,1.2,G,999.9,0,1,0,0,0
94789,FT,FT,2017-04-04,74,2017,04,04,50.3,47.1,1007.5,1005.1,5.3,10.2,21.0,31.1,59,42.1,1.03,G,999.9,1,1,0,0,0
14732,LG,LG,2017-04-05,192,2017,04,05,51.7,43.1,1011.7,1009.3,6.7,5.4,9.9,999.9,63,45,0.03,G,999.9,0,0,0,0,0
94728,CP,CP,2017-04-05,303,2017,04,05,51.2,43.5,1010.7,1005.4,6.9,2.6,7.0,999.9,64.9,45,0.01,G,999.9,0,0,0,0,0
94789,FT,FT,2017-04-05,92,2017,04,05,48.8,46.3,1010.9,1010.1,4.2,5.5,8.9,999.9,60.1,44.1,0.05,G,999.9,1,1,0,0,0
14732,LG,LG,2017-04-06,214,2017,04,06,46,40.4,1007.9,1005.6,6.4,12.1,26.0,34,53.1,42.8,0.02,G,999.9,0,1,0,0,1
94728,CP,CP,2017-04-06,421,2017,04,06,44.1,41.4,1007.3,1000.5,6.6,7.7,18.1,26,52,39.2,0.02,G,999.9,0,1,0,0,0
94789,FT,FT,2017-04-06,78,2017,04,06,45.6,44.2,1007.6,1006,5.4,13.0,21.0,28.9,60.1,42.1,0.13,G,999.9,1,1,0,0,1
14732,LG,LG,2017-04-07,222,2017,04,07,50.1,36.6,993.3,992.3,10,13.2,26.0,36.9,54,43,0.83,G,999.9,0,1,0,0,0
94728,CP,CP,2017-04-07,352,2017,04,07,47.7,36.8,993.7,988.6,10,8.5,14.0,25.1,53.1,43,0.71,G,999.9,0,0,0,0,0
94789,FT,FT,2017-04-07,120,2017,04,07,48.3,38.8,994.5,993.3,9.6,16.4,22.0,31.1,54,42.1,0.83,G,999.9,1,1,0,0,0
14732,LG,LG,2017-04-08,225,2017,04,08,47.4,24.7,1007,1006,10,16.0,21.0,35,57.9,42.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-04-08,325,2017,04,08,45.9,22.5,1007.6,1002.7,10,8.5,15.0,25.1,57,39.9,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-04-08,77,2017,04,08,47,24.5,1007.5,1006.8,10,16.9,22.9,33,57.9,41,0,G,999.9,0,1,0,0,0
14732,LG,LG,2017-04-09,166,2017,04,09,54.4,24.7,1018.7,1017.7,10,8.8,15.9,21,68,42.1,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-04-09,303,2017,04,09,53.2,22.7,1019.1,1014.1,10,4.3,8.0,15.9,66.9,39.9,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-04-09,72,2017,04,09,51,26.9,1019.3,1018.5,10,9.4,18.1,26,61,39.9,0,G,999.9,0,0,0,0,0
14732,LG,LG,2017-04-10,225,2017,04,10,61.3,36.9,1021.1,1020,10,7.6,11.1,999.9,73,46,0,G,999.9,0,0,0,0,0
94728,CP,CP,2017-04-10,332,2017,04,10,62.5,36.3,1021,1016.2,10,4.9,11.1,20,73.9,45,0,G,999.9,0,0,0,0,0
94789,FT,FT,2017-04-10,77,2017,04,10,52.2,42.3,1022.1,1021.3,10,9.2,22.9,28,62.1,39.9,0,G,999.9,0,0,0,0,0
