date,wth_stn,count
2017-09-11,FT,80
2017-09-11,LG,252
2017-09-12,CP,362
2017-09-12,FT,91
2017-09-12,LG,227
2017-09-13,CP,410
2017-09-13,FT,94
2017-09-13,LG,234
2017-09-14,CP,424
2017-09-14,FT,66
2017-09-14,LG,238
2017-09-15,CP,450
2017-09-15,FT,104
2017-09-15,LG,273
2017-09-16,CP,339
2017-09-16,FT,89
2017-09-16,LG,195
2017-09-17,CP,321
2017-09-17,FT,93
2017-09-17,LG,172
2017-09-18,CP,363
2017-09-18,FT,85
2017-09-18,LG,224
2017-09-19,CP,378
2017-09-19,FT,70
2017-09-19,LG,213
2017-09-20,CP,330
2017-09-20,FT,68
2017-09-20,LG,185
2017-09-21,CP,291
2017-09-21,FT,66
2017-09-21,LG,178
2017-09-22,CP,334
2017-09-22,FT,93
2017-09-22,LG,187
2017-09-23,CP,327
2017-09-23,FT,89
2017-09-23,LG,215
2017-09-24,CP,333
2017-09-24,FT,77
2017-09-24,LG,177
2017-09-25,CP,397
2017-09-25,FT,110
2017-09-25,LG,219
2017-09-26,CP,367
2017-09-26,FT,91
2017-09-26,LG,198
2017-09-27,CP,379
2017-09-27,FT,71
2017-09-27,LG,246
2017-09-28,CP,448
2017-09-28,FT,85
2017-09-28,LG,207
2017-09-29,CP,426
2017-09-29,FT,94
2017-09-29,LG,237
2017-09-30,CP,282
2017-09-30,FT,81
2017-09-30,LG,187
2017-10-01,CP,316
2017-10-01,FT,62
2017-10-01,LG,193
2017-10-02,CP,414
2017-10-02,FT,100
2017-10-02,LG,225
2017-10-03,CP,409
2017-10-03,FT,84
2017-10-03,LG,194
2017-10-04,CP,392
2017-10-04,FT,100
2017-10-04,LG,219
2017-10-05,CP,364
2017-10-05,FT,78
2017-10-05,LG,215
2017-10-06,CP,348
2017-10-06,FT,79
2017-10-06,LG,222
2017-10-07,CP,317
2017-10-07,FT,81
2017-10-07,LG,172
2017-10-08,CP,300
2017-10-08,FT,42
2017-10-08,LG,179
2017-10-09,CP,290
2017-10-09,FT,77
2017-10-09,LG,179
2017-10-10,CP,389
2017-10-10,FT,119
2017-10-10,LG,260
2017-10-11,CP,347
2017-10-11,FT,76
2017-10-11,LG,205
2017-10-12,CP,313
2017-10-12,FT,69
2017-10-12,LG,221
2017-10-13,CP,341
2017-10-13,FT,91
2017-10-13,LG,226
2017-10-14,CP,318
2017-10-14,FT,66
2017-10-14,LG,183
2017-10-15,CP,257
2017-10-15,FT,73
2017-10-15,LG,166
2017-10-16,CP,346
2017-10-16,FT,96
2017-10-16,LG,199
2017-10-17,CP,408
2017-10-17,FT,92
2017-10-17,LG,236
2017-10-18,CP,412
2017-10-18,FT,96
2017-10-18,LG,229
2017-10-19,CP,433
2017-10-19,FT,106
2017-10-19,LG,227
2017-10-20,CP,430
2017-10-20,FT,113
2017-10-20,LG,280
2017-10-21,CP,313
2017-10-21,FT,72
2017-10-21,LG,198
2017-10-22,CP,287
2017-10-22,FT,73
2017-10-22,LG,168
2017-10-23,CP,390
2017-10-23,FT,68
2017-10-23,LG,211
2017-10-24,CP,389
2017-10-24,FT,79
2017-10-24,LG,217
2017-10-25,CP,367
2017-10-25,FT,81
2017-10-25,LG,200
2017-10-26,CP,374
2017-10-26,FT,83
2017-10-26,LG,201
2017-10-27,CP,407
2017-10-27,FT,102
2017-10-27,LG,250
2017-10-28,CP,318
2017-10-28,FT,65
2017-10-28,LG,232
2017-10-29,CP,339
2017-10-29,FT,64
2017-10-29,LG,210
2017-10-30,CP,460
2017-10-30,FT,98
2017-10-30,LG,274
2017-10-31,CP,381
2017-10-31,FT,105
2017-10-31,LG,210
2017-11-01,CP,354
2017-11-01,FT,78
2017-11-01,LG,175
2017-11-02,CP,434
2017-11-02,FT,83
2017-11-02,LG,229
2017-11-03,CP,413
2017-11-03,FT,96
2017-11-03,LG,267
2017-11-04,CP,335
2017-11-04,FT,68
2017-11-04,LG,210
2017-11-05,CP,275
2017-11-05,FT,58
2017-11-05,LG,186
2017-11-06,CP,410
2017-11-06,FT,80
2017-11-06,LG,192
2017-11-07,CP,390
2017-11-07,FT,97
2017-11-07,LG,223
2017-11-08,CP,350
2017-11-08,FT,83
2017-11-08,LG,229
2017-11-09,CP,373
2017-11-09,FT,94
2017-11-09,LG,235
2017-11-10,CP,389
2017-11-10,FT,83
2017-11-10,LG,252
2017-11-11,CP,357
2017-11-11,FT,76
2017-11-11,LG,190
2017-11-12,CP,298
2017-11-12,FT,69
2017-11-12,LG,172
2017-11-13,CP,369
2017-11-13,FT,86
2017-11-13,LG,244
2017-11-14,CP,355
2017-11-14,FT,79
2017-11-14,LG,213
2017-11-15,CP,365
2017-11-15,FT,99
2017-11-15,LG,249
2017-11-16,CP,441
2017-11-16,FT,125
2017-11-16,LG,245
2017-11-17,CP,432
2017-11-17,FT,109
2017-11-17,LG,273
2017-11-18,CP,333
2017-11-18,FT,83
2017-11-18,LG,213
2017-11-19,CP,311
2017-11-19,FT,89
2017-11-19,LG,173
2017-11-20,CP,405
2017-11-20,FT,102
2017-11-20,LG,241
2017-11-21,CP,442
2017-11-21,FT,106
2017-11-21,LG,242
2017-11-22,CP,411
2017-11-22,FT,104
2017-11-22,LG,259
2017-11-23,CP,198
2017-11-23,FT,84
2017-11-23,LG,187
2017-11-24,CP,251
2017-11-24,FT,63
2017-11-24,LG,188
2017-11-25,CP,231
2017-11-25,FT,73
2017-11-25,LG,152
2017-11-26,CP,235
2017-11-26,FT,77
2017-11-26,LG,173
2017-11-27,CP,322
2017-11-27,FT,100
2017-11-27,LG,213
2017-11-28,CP,346
2017-11-28,FT,80
2017-11-28,LG,223
2017-11-29,CP,417
2017-11-29,FT,86
2017-11-29,LG,198
2017-11-30,CP,369
2017-11-30,FT,92
2017-11-30,LG,202
2017-12-01,CP,402
2017-12-01,FT,113
2017-12-01,LG,257
2017-12-02,CP,302
2017-12-02,FT,82
2017-12-02,LG,191
2017-12-03,CP,248
2017-12-03,FT,62
2017-12-03,LG,138
2017-12-04,CP,369
2017-12-04,FT,76
2017-12-04,LG,239
2017-12-05,CP,396
2017-12-05,FT,96
2017-12-05,LG,212
2017-12-06,CP,368
2017-12-06,FT,84
2017-12-06,LG,199
2017-12-07,CP,388
2017-12-07,FT,70
2017-12-07,LG,235
2017-12-08,CP,386
2017-12-08,FT,68
2017-12-08,LG,228
2017-12-09,CP,306
2017-12-09,FT,60
2017-12-09,LG,172
2017-12-10,CP,277
2017-12-10,FT,61
2017-12-10,LG,175
2017-12-11,CP,360
2017-12-11,FT,91
2017-12-11,LG,274
2017-12-12,CP,388
2017-12-12,FT,82
2017-12-12,LG,217
2017-12-13,CP,396
2017-12-13,FT,89
2017-12-13,LG,224
2017-12-14,CP,490
2017-12-14,FT,126
2017-12-14,LG,267
2017-12-15,CP,528
2017-12-15,FT,133
2017-12-15,LG,338
2017-12-16,CP,344
2017-12-16,FT,94
2017-12-16,LG,223
2017-12-17,CP,278
2017-12-17,FT,80
2017-12-17,LG,189
2017-12-18,CP,359
2017-12-18,FT,100
2017-12-18,LG,247
2017-12-19,CP,369
2017-12-19,FT,82
2017-12-19,LG,206
2017-12-20,CP,369
2017-12-20,FT,93
2017-12-20,LG,238
2017-12-21,CP,409
2017-12-21,FT,82
2017-12-21,LG,251
2017-12-22,CP,364
2017-12-22,FT,98
2017-12-22,LG,258
2017-12-23,CP,291
2017-12-23,FT,70
2017-12-23,LG,204
2017-12-24,CP,201
2017-12-24,FT,72
2017-12-24,LG,196
2017-12-25,CP,138
2017-12-25,FT,52
2017-12-25,LG,143
2017-12-26,CP,280
2017-12-26,FT,71
2017-12-26,LG,192
2017-12-27,CP,296
2017-12-27,FT,70
2017-12-27,LG,211
2017-12-28,CP,318
2017-12-28,FT,86
2017-12-28,LG,205
2017-12-29,CP,313
2017-12-29,FT,84
2017-12-29,LG,201
2017-12-30,CP,281
2017-12-30,FT,87
2017-12-30,LG,197
2017-12-31,CP,236
2017-12-31,FT,63
2017-12-31,LG,163
2018-01-01,CP,213
2018-01-01,FT,80
2018-01-01,LG,160
2018-01-02,CP,329
2018-01-02,FT,106
2018-01-02,LG,219
2018-01-03,CP,342
2018-01-03,FT,110
2018-01-03,LG,193
2018-01-04,CP,212
2018-01-04,FT,71
2018-01-04,LG,181
2018-01-05,CP,351
2018-01-05,FT,110
2018-01-05,LG,239
2018-01-06,CP,307
2018-01-06,FT,91
2018-01-06,LG,201
2018-01-07,CP,258
2018-01-07,FT,63
2018-01-07,LG,154
2018-01-08,CP,372
2018-01-08,FT,117
2018-01-08,LG,231
2018-01-09,CP,344
2018-01-09,FT,107
2018-01-09,LG,233
2018-01-10,CP,349
2018-01-10,FT,101
2018-01-10,LG,237
2018-01-11,CP,379
2018-01-11,FT,84
2018-01-11,LG,233
2018-01-12,CP,394
2018-01-12,FT,86
2018-01-12,LG,224
2018-01-13,CP,299
2018-01-13,FT,86
2018-01-13,LG,218
2018-01-14,CP,260
2018-01-14,FT,56
2018-01-14,LG,178
2018-01-15,CP,283
2018-01-15,FT,65
2018-01-15,LG,175
2018-01-16,CP,324
2018-01-16,FT,71
2018-01-16,LG,222
2018-01-17,CP,308
2018-01-17,FT,94
2018-01-17,LG,209
2018-01-18,CP,344
2018-01-18,FT,73
2018-01-18,LG,217
2018-01-19,CP,310
2018-01-19,FT,73
2018-01-19,LG,216
2018-01-20,CP,273
2018-01-20,FT,83
2018-01-20,LG,174
2018-01-21,CP,228
2018-01-21,FT,52
2018-01-21,LG,138
2018-01-22,CP,300
2018-01-22,FT,68
2018-01-22,LG,191
2018-01-23,CP,287
2018-01-23,FT,61
2018-01-23,LG,183
2018-01-24,CP,349
2018-01-24,FT,70
2018-01-24,LG,196
2018-01-25,CP,337
2018-01-25,FT,78
2018-01-25,LG,187
2018-01-26,CP,380
2018-01-26,FT,79
2018-01-26,LG,218
2018-01-27,CP,262
2018-01-27,FT,75
2018-01-27,LG,173
2018-01-28,CP,205
2018-01-28,FT,72
2018-01-28,LG,135
2018-01-29,CP,282
2018-01-29,FT,77
2018-01-29,LG,172
2018-01-30,CP,294
2018-01-30,FT,82
2018-01-30,LG,203
2018-01-31,CP,337
2018-01-31,FT,72
2018-01-31,LG,187
2018-02-01,CP,320
2018-02-01,FT,69
2018-02-01,LG,205
2018-02-02,CP,312
2018-02-02,FT,95
2018-02-02,LG,210
2018-02-03,CP,246
2018-02-03,FT,74
2018-02-03,LG,158
2018-02-04,CP,284
2018-02-04,FT,67
2018-02-04,LG,190
2018-02-05,CP,369
2018-02-05,FT,110
2018-02-05,LG,227
2018-02-06,CP,292
2018-02-06,FT,85
2018-02-06,LG,168
2018-02-07,CP,348
2018-02-07,FT,98
2018-02-07,LG,207
2018-02-08,CP,339
2018-02-08,FT,81
2018-02-08,LG,196
2018-02-09,CP,313
2018-02-09,FT,93
2018-02-09,LG,177
2018-02-10,CP,297
2018-02-10,FT,55
2018-02-10,LG,197
2018-02-11,CP,275
2018-02-11,FT,62
2018-02-11,LG,142
2018-02-12,CP,294
2018-02-12,FT,76
2018-02-12,LG,173
2018-02-13,CP,344
2018-02-13,FT,71
2018-02-13,LG,198
2018-02-14,CP,374
2018-02-14,FT,92
2018-02-14,LG,205
2018-02-15,CP,356
2018-02-15,FT,86
2018-02-15,LG,203
2018-02-16,CP,296
2018-02-16,FT,68
2018-02-16,LG,218
2018-02-17,CP,294
2018-02-17,FT,87
2018-02-17,LG,223
2018-02-18,CP,232
2018-02-18,FT,67
2018-02-18,LG,173
2018-02-19,CP,214
2018-02-19,FT,64
2018-02-19,LG,157
2018-02-20,CP,282
2018-02-20,FT,73
2018-02-20,LG,180
2018-02-21,CP,340
2018-02-21,FT,73
2018-02-21,LG,188
2018-02-22,CP,321
2018-02-22,FT,54
2018-02-22,LG,175
2018-02-23,CP,282
2018-02-23,FT,74
2018-02-23,LG,192
2018-02-24,CP,290
2018-02-24,FT,74
2018-02-24,LG,176
2018-02-25,CP,251
2018-02-25,FT,58
2018-02-25,LG,139
2018-02-26,CP,292
2018-02-26,FT,76
2018-02-26,LG,189
2018-02-27,CP,334
2018-02-27,FT,89
2018-02-27,LG,208
2018-02-28,CP,334
2018-02-28,FT,110
2018-02-28,LG,210
2018-03-01,CP,321
2018-03-01,FT,70
2018-03-01,LG,228
2018-03-02,CP,452
2018-03-02,FT,132
2018-03-02,LG,300
2018-03-03,CP,343
2018-03-03,FT,78
2018-03-03,LG,188
2018-03-04,CP,230
2018-03-04,FT,57
2018-03-04,LG,170
2018-03-05,CP,327
2018-03-05,FT,66
2018-03-05,LG,223
2018-03-06,CP,339
2018-03-06,FT,122
2018-03-06,LG,215
2018-03-07,CP,258
2018-03-07,FT,81
2018-03-07,LG,178
2018-03-08,CP,346
2018-03-08,FT,100
2018-03-08,LG,187
2018-03-09,CP,416
2018-03-09,FT,76
2018-03-09,LG,259
2018-03-10,CP,291
2018-03-10,FT,74
2018-03-10,LG,202
2018-03-11,CP,238
2018-03-11,FT,66
2018-03-11,LG,161
2018-03-12,CP,350
2018-03-12,FT,84
2018-03-12,LG,245
2018-03-13,CP,322
2018-03-13,FT,74
2018-03-13,LG,182
2018-03-14,CP,338
2018-03-14,FT,137
2018-03-14,LG,177
2018-03-15,CP,367
2018-03-15,FT,100
2018-03-15,LG,222
2018-03-16,CP,398
2018-03-16,FT,107
2018-03-16,LG,248
2018-03-17,CP,293
2018-03-17,FT,69
2018-03-17,LG,200
2018-03-18,CP,284
2018-03-18,FT,64
2018-03-18,LG,178
2018-03-19,CP,375
2018-03-19,FT,82
2018-03-19,LG,229
2018-03-20,CP,318
2018-03-20,FT,78
2018-03-20,LG,201
2018-03-21,CP,256
2018-03-21,FT,49
2018-03-21,LG,172
2018-03-22,CP,428
2018-03-22,FT,108
2018-03-22,LG,224
2018-03-23,CP,385
2018-03-23,FT,97
2018-03-23,LG,250
2018-03-24,CP,289
2018-03-24,FT,72
2018-03-24,LG,189
2018-03-25,CP,258
2018-03-25,FT,92
2018-03-25,LG,141
2018-03-26,CP,362
2018-03-26,FT,96
2018-03-26,LG,252
2018-03-27,CP,352
2018-03-27,FT,79
2018-03-27,LG,196
2018-03-28,CP,338
2018-03-28,FT,79
2018-03-28,LG,212
2018-03-29,CP,343
2018-03-29,FT,75
2018-03-29,LG,195
2018-03-30,CP,336
2018-03-30,FT,63
2018-03-30,LG,181
2018-03-31,CP,281
2018-03-31,FT,85
2018-03-31,LG,223
2018-04-01,CP,197
2018-04-01,FT,60
2018-04-01,LG,142
2018-04-02,CP,274
2018-04-02,FT,75
2018-04-02,LG,213
2018-04-03,CP,306
2018-04-03,FT,72
2018-04-03,LG,173
2018-04-04,CP,284
2018-04-04,FT,61
2018-04-04,LG,209
2018-04-05,CP,293
2018-04-05,FT,74
2018-04-05,LG,164
2018-04-06,CP,288
2018-04-06,FT,55
2018-04-06,LG,172
2018-04-07,CP,274
2018-04-07,FT,48
2018-04-07,LG,165
2018-04-08,CP,228
2018-04-08,FT,65
2018-04-08,LG,175
2018-04-09,CP,321
2018-04-09,FT,82
2018-04-09,LG,222
2018-04-10,CP,363
2018-04-10,FT,82
2018-04-10,LG,223
2018-04-11,CP,365
2018-04-11,FT,66
2018-04-11,LG,181
2018-04-12,CP,323
2018-04-12,FT,91
2018-04-12,LG,196
2018-04-13,CP,409
2018-04-13,FT,109
2018-04-13,LG,237
2018-04-14,CP,319
2018-04-14,FT,96
2018-04-14,LG,209
2018-04-15,CP,266
2018-04-15,FT,66
2018-04-15,LG,178
2018-04-16,CP,379
2018-04-16,FT,85
2018-04-16,LG,277
2018-04-17,CP,299
2018-04-17,FT,89
2018-04-17,LG,212
2018-04-18,CP,382
2018-04-18,FT,80
2018-04-18,LG,200
2018-04-19,CP,375
2018-04-19,FT,90
2018-04-19,LG,241
2018-04-20,CP,360
2018-04-20,FT,98
2018-04-20,LG,249
2018-04-21,CP,290
2018-04-21,FT,87
2018-04-21,LG,207
2018-04-22,CP,307
2018-04-22,FT,60
2018-04-22,LG,201
2018-04-23,CP,333
2018-04-23,FT,106
2018-04-23,LG,236
2018-04-24,CP,359
2018-04-24,FT,81
2018-04-24,LG,231
2018-04-25,CP,336
2018-04-25,FT,81
2018-04-25,LG,209
2018-04-26,CP,381
2018-04-26,FT,106
2018-04-26,LG,242
2018-04-27,CP,370
2018-04-27,FT,72
2018-04-27,LG,248
2018-04-28,CP,311
2018-04-28,FT,89
2018-04-28,LG,204
2018-04-29,CP,259
2018-04-29,FT,65
2018-04-29,LG,181
2018-04-30,CP,352
2018-04-30,FT,80
2018-04-30,LG,224
2018-05-01,CP,381
2018-05-01,FT,91
2018-05-01,LG,241
2018-05-02,CP,424
2018-05-02,FT,107
2018-05-02,LG,261
2018-05-03,CP,430
2018-05-03,FT,78
2018-05-03,LG,282
2018-05-04,CP,371
2018-05-04,FT,105
2018-05-04,LG,247
2018-05-05,CP,317
2018-05-05,FT,91
2018-05-05,LG,194
2018-05-06,CP,288
2018-05-06,FT,64
2018-05-06,LG,143
2018-05-07,CP,368
2018-05-07,FT,96
2018-05-07,LG,231
2018-05-08,CP,384
2018-05-08,FT,91
2018-05-08,LG,261
2018-05-09,CP,370
2018-05-09,FT,92
2018-05-09,LG,249
2018-05-10,CP,383
2018-05-10,FT,81
2018-05-10,LG,199
2018-05-11,CP,441
2018-05-11,FT,106
2018-05-11,LG,258
2018-05-12,CP,307
2018-05-12,FT,102
2018-05-12,LG,193
2018-05-13,CP,256
2018-05-13,FT,85
2018-05-13,LG,188
2018-05-14,CP,356
2018-05-14,FT,96
2018-05-14,LG,237
2018-05-15,CP,420
2018-05-15,FT,84
2018-05-15,LG,274
2018-05-16,CP,371
2018-05-16,FT,78
2018-05-16,LG,237
2018-05-17,CP,406
2018-05-17,FT,98
2018-05-17,LG,228
2018-05-18,CP,348
2018-05-18,FT,68
2018-05-18,LG,200
2018-05-19,CP,328
2018-05-19,FT,70
2018-05-19,LG,185
2018-05-20,CP,288
2018-05-20,FT,67
2018-05-20,LG,223
2018-05-21,CP,309
2018-05-21,FT,87
2018-05-21,LG,230
2018-05-22,CP,381
2018-05-22,FT,85
2018-05-22,LG,223
2018-05-23,CP,392
2018-05-23,FT,100
2018-05-23,LG,237
2018-05-24,CP,431
2018-05-24,FT,103
2018-05-24,LG,236
2018-05-25,CP,407
2018-05-25,FT,122
2018-05-25,LG,270
2018-05-26,CP,294
2018-05-26,FT,87
2018-05-26,LG,220
2018-05-27,CP,247
2018-05-27,FT,76
2018-05-27,LG,164
2018-05-28,CP,201
2018-05-28,FT,57
2018-05-28,LG,151
2018-05-29,CP,432
2018-05-29,FT,111
2018-05-29,LG,266
2018-05-30,CP,367
2018-05-30,FT,99
2018-05-30,LG,242
2018-05-31,CP,367
2018-05-31,FT,94
2018-05-31,LG,237
2018-06-01,CP,412
2018-06-01,FT,89
2018-06-01,LG,250
2018-06-02,CP,306
2018-06-02,FT,106
2018-06-02,LG,210
2018-06-03,CP,271
2018-06-03,FT,72
2018-06-03,LG,182
2018-06-04,CP,384
2018-06-04,FT,96
2018-06-04,LG,218
2018-06-05,CP,362
2018-06-05,FT,87
2018-06-05,LG,239
2018-06-06,CP,342
2018-06-06,FT,106
2018-06-06,LG,203
2018-06-07,CP,364
2018-06-07,FT,91
2018-06-07,LG,238
2018-06-08,CP,401
2018-06-08,FT,113
2018-06-08,LG,243
2018-06-09,CP,355
2018-06-09,FT,100
2018-06-09,LG,251
2018-06-10,CP,284
2018-06-10,FT,73
2018-06-10,LG,176
2018-06-11,CP,344
2018-06-11,FT,103
2018-06-11,LG,239
2018-06-12,CP,395
2018-06-12,FT,102
2018-06-12,LG,223
2018-06-13,CP,384
2018-06-13,FT,89
2018-06-13,LG,233
2018-06-14,CP,463
2018-06-14,FT,97
2018-06-14,LG,273
2018-06-15,CP,413
2018-06-15,FT,80
2018-06-15,LG,235
2018-06-16,CP,346
2018-06-16,FT,102
2018-06-16,LG,229
2018-06-17,CP,289
2018-06-17,FT,110
2018-06-17,LG,228
2018-06-18,CP,423
2018-06-18,FT,103
2018-06-18,LG,282
2018-06-19,CP,437
2018-06-19,FT,103
2018-06-19,LG,272
2018-06-20,CP,368
2018-06-20,FT,78
2018-06-20,LG,252
2018-06-21,CP,444
2018-06-21,FT,95
2018-06-21,LG,276
2018-06-22,CP,394
2018-06-22,FT,93
2018-06-22,LG,241
2018-06-23,CP,258
2018-06-23,FT,67
2018-06-23,LG,188
2018-06-24,CP,279
2018-06-24,FT,92
2018-06-24,LG,182
2018-06-25,CP,366
2018-06-25,FT,117
2018-06-25,LG,250
2018-06-26,CP,406
2018-06-26,FT,103
2018-06-26,LG,253
2018-06-27,CP,292
2018-06-27,FT,64
2018-06-27,LG,184
2018-06-28,CP,417
2018-06-28,FT,95
2018-06-28,LG,225
2018-06-29,CP,478
2018-06-29,FT,101
2018-06-29,LG,266
2018-06-30,CP,340
2018-06-30,FT,104
2018-06-30,LG,207
2018-07-01,CP,300
2018-07-01,FT,80
2018-07-01,LG,183
2018-07-02,CP,388
2018-07-02,FT,97
2018-07-02,LG,234
2018-07-03,CP,342
2018-07-03,FT,89
2018-07-03,LG,247
2018-07-04,CP,204
2018-07-04,FT,74
2018-07-04,LG,128
2018-07-05,CP,322
2018-07-05,FT,113
2018-07-05,LG,285
2018-07-06,CP,346
2018-07-06,FT,86
2018-07-06,LG,222
2018-07-07,CP,244
2018-07-07,FT,86
2018-07-07,LG,196
2018-07-08,CP,269
2018-07-08,FT,85
2018-07-08,LG,191
2018-07-09,CP,333
2018-07-09,FT,104
2018-07-09,LG,235
2018-07-10,CP,381
2018-07-10,FT,103
2018-07-10,LG,243
2018-07-11,CP,331
2018-07-11,FT,91
2018-07-11,LG,205
2018-07-12,CP,358
2018-07-12,FT,96
2018-07-12,LG,188
2018-07-13,CP,383
2018-07-13,FT,82
2018-07-13,LG,261
2018-07-14,CP,277
2018-07-14,FT,81
2018-07-14,LG,219
2018-07-15,CP,283
2018-07-15,FT,76
2018-07-15,LG,205
2018-07-16,CP,370
2018-07-16,FT,100
2018-07-16,LG,249
2018-07-17,CP,368
2018-07-17,FT,88
2018-07-17,LG,224
2018-07-18,CP,354
2018-07-18,FT,99
2018-07-18,LG,235
2018-07-19,CP,410
2018-07-19,FT,95
2018-07-19,LG,234
2018-07-20,CP,389
2018-07-20,FT,84
2018-07-20,LG,227
2018-07-21,CP,312
2018-07-21,FT,91
2018-07-21,LG,219
2018-07-22,CP,270
2018-07-22,FT,86
2018-07-22,LG,184
2018-07-23,CP,321
2018-07-23,FT,86
2018-07-23,LG,207
2018-07-24,CP,363
2018-07-24,FT,83
2018-07-24,LG,208
2018-07-25,CP,355
2018-07-25,FT,80
2018-07-25,LG,222
2018-07-26,CP,325
2018-07-26,FT,77
2018-07-26,LG,204
2018-07-27,CP,409
2018-07-27,FT,107
2018-07-27,LG,237
2018-07-28,CP,311
2018-07-28,FT,102
2018-07-28,LG,224
2018-07-29,CP,223
2018-07-29,FT,75
2018-07-29,LG,165
2018-07-30,CP,307
2018-07-30,FT,75
2018-07-30,LG,198
2018-07-31,CP,384
2018-07-31,FT,95
2018-07-31,LG,230
2018-08-01,CP,354
2018-08-01,FT,96
2018-08-01,LG,210
2018-08-02,CP,382
2018-08-02,FT,97
2018-08-02,LG,243
2018-08-03,CP,417
2018-08-03,FT,92
2018-08-03,LG,240
2018-08-04,CP,295
2018-08-04,FT,96
2018-08-04,LG,214
2018-08-05,CP,284
2018-08-05,FT,104
2018-08-05,LG,185
2018-08-06,CP,320
2018-08-06,FT,96
2018-08-06,LG,216
2018-08-07,CP,343
2018-08-07,FT,87
2018-08-07,LG,228
2018-08-08,CP,376
2018-08-08,FT,90
2018-08-08,LG,190
2018-08-09,CP,396
2018-08-09,FT,81
2018-08-09,LG,232
2018-08-10,CP,356
2018-08-10,FT,111
2018-08-10,LG,240
2018-08-11,CP,300
2018-08-11,FT,64
2018-08-11,LG,204
2018-08-12,CP,264
2018-08-12,FT,69
2018-08-12,LG,166
2018-08-13,CP,336
2018-08-13,FT,74
2018-08-13,LG,207
2018-08-14,CP,361
2018-08-14,FT,92
2018-08-14,LG,248
2018-08-15,CP,341
2018-08-15,FT,93
2018-08-15,LG,211
2018-08-16,CP,335
2018-08-16,FT,85
2018-08-16,LG,227
2018-08-17,CP,393
2018-08-17,FT,75
2018-08-17,LG,235
2018-08-18,CP,291
2018-08-18,FT,81
2018-08-18,LG,207
2018-08-19,CP,247
2018-08-19,FT,73
2018-08-19,LG,170
2018-08-20,CP,301
2018-08-20,FT,69
2018-08-20,LG,192
2018-08-21,CP,327
2018-08-21,FT,75
2018-08-21,LG,178
2018-08-22,CP,311
2018-08-22,FT,85
2018-08-22,LG,203
2018-08-23,CP,318
2018-08-23,FT,73
2018-08-23,LG,219
2018-08-24,CP,374
2018-08-24,FT,90
2018-08-24,LG,217
2018-08-25,CP,268
2018-08-25,FT,84
2018-08-25,LG,200
2018-08-26,CP,253
2018-08-26,FT,85
2018-08-26,LG,190
2018-08-27,CP,346
2018-08-27,FT,77
2018-08-27,LG,228
2018-08-28,CP,394
2018-08-28,FT,90
2018-08-28,LG,231
2018-08-29,CP,377
2018-08-29,FT,98
2018-08-29,LG,210
2018-08-30,CP,401
2018-08-30,FT,107
2018-08-30,LG,228
2018-08-31,CP,368
2018-08-31,FT,59
2018-08-31,LG,196
2018-09-01,CP,222
2018-09-01,FT,78
2018-09-01,LG,229
2018-09-02,CP,238
2018-09-02,FT,101
2018-09-02,LG,189
2018-09-03,CP,258
2018-09-03,FT,101
2018-09-03,LG,174
2018-09-04,CP,424
2018-09-04,FT,106
2018-09-04,LG,256
2018-09-05,CP,406
2018-09-05,FT,106
2018-09-05,LG,256
2018-09-06,CP,451
2018-09-06,FT,108
2018-09-06,LG,263
2018-09-07,CP,380
2018-09-07,FT,87
2018-09-07,LG,204
2018-09-08,CP,290
2018-09-08,FT,80
2018-09-08,LG,198
2018-09-09,CP,292
2018-09-09,FT,87
2018-09-09,LG,177
2018-09-10,CP,310
2018-09-10,FT,102
2018-09-10,LG,238
2018-09-11,CP,269
2018-09-11,FT,81
2018-09-11,LG,194
2018-09-12,CP,422
2018-09-12,FT,110
2018-09-12,LG,251
2018-09-13,CP,380
2018-09-13,FT,109
2018-09-13,LG,229
2018-09-14,CP,350
2018-09-14,FT,106
2018-09-14,LG,228
2018-09-15,CP,308
2018-09-15,FT,91
2018-09-15,LG,197
2018-09-16,CP,315
2018-09-16,FT,91
2018-09-16,LG,191
2018-09-17,CP,378
2018-09-17,FT,94
2018-09-17,LG,201
2018-09-18,CP,393
2018-09-18,FT,103
2018-09-18,LG,244
2018-09-19,CP,268
2018-09-19,FT,63
2018-09-19,LG,188
2018-09-20,CP,363
2018-09-20,FT,93
2018-09-20,LG,203
2018-09-21,CP,369
2018-09-21,FT,102
2018-09-21,LG,244
2018-09-22,CP,318
2018-09-22,FT,62
2018-09-22,LG,182
2018-09-23,CP,261
2018-09-23,FT,66
2018-09-23,LG,148
2018-09-24,CP,313
2018-09-24,FT,72
2018-09-24,LG,209
2018-09-25,CP,399
2018-09-25,FT,81
2018-09-25,LG,235
2018-09-26,CP,424
2018-09-26,FT,106
2018-09-26,LG,225
2018-09-27,CP,376
2018-09-27,FT,83
2018-09-27,LG,213
2018-09-28,CP,402
2018-09-28,FT,97
2018-09-28,LG,213
2018-09-29,CP,343
2018-09-29,FT,75
2018-09-29,LG,186
2018-09-30,CP,253
2018-09-30,FT,79
2018-09-30,LG,178
2018-10-01,CP,276
2018-10-01,FT,83
2018-10-01,LG,224
2018-10-02,CP,346
2018-10-02,FT,77
2018-10-02,LG,190
2018-10-03,CP,416
2018-10-03,FT,98
2018-10-03,LG,264
2018-10-04,CP,391
2018-10-04,FT,120
