date,wth_stn,count
2015-02-07,FT,42
2015-02-07,LG,142
2015-02-08,CP,244
2015-02-08,FT,51
2015-02-08,LG,99
2015-02-09,CP,315
2015-02-09,FT,66
2015-02-09,LG,166
2015-02-10,CP,355
2015-02-10,FT,71
2015-02-10,LG,145
2015-02-11,CP,352
2015-02-11,FT,66
2015-02-11,LG,192
2015-02-12,CP,321
2015-02-12,FT,68
2015-02-12,LG,137
2015-02-13,CP,497
2015-02-13,FT,74
2015-02-13,LG,186
2015-02-14,CP,261
2015-02-14,FT,39
2015-02-14,LG,136
2015-02-15,CP,293
2015-02-15,FT,42
2015-02-15,LG,119
2015-02-16,CP,257
2015-02-16,FT,37
2015-02-16,LG,108
2015-02-17,CP,388
2015-02-17,FT,61
2015-02-17,LG,171
2015-02-18,CP,392
2015-02-18,FT,76
2015-02-18,LG,158
2015-02-19,CP,323
2015-02-19,FT,48
2015-02-19,LG,144
2015-02-20,CP,388
2015-02-20,FT,80
2015-02-20,LG,153
2015-02-21,CP,289
2015-02-21,FT,63
2015-02-21,LG,165
2015-02-22,CP,294
2015-02-22,FT,84
2015-02-22,LG,141
2015-02-23,CP,368
2015-02-23,FT,57
2015-02-23,LG,149
2015-02-24,CP,432
2015-02-24,FT,56
2015-02-24,LG,92
2015-02-25,CP,561
2015-02-25,FT,28
2015-02-25,LG,39
2015-02-26,CP,491
2015-02-26,FT,15
2015-02-26,LG,33
2015-02-27,CP,512
2015-02-27,FT,61
2015-02-27,LG,130
2015-02-28,CP,298
2015-02-28,FT,75
2015-02-28,LG,165
2015-03-01,CP,387
2015-03-01,FT,93
2015-03-01,LG,213
2015-03-02,CP,378
2015-03-02,FT,81
2015-03-02,LG,191
2015-03-03,CP,360
2015-03-03,FT,77
2015-03-03,LG,194
2015-03-04,CP,330
2015-03-04,FT,69
2015-03-04,LG,175
2015-03-05,CP,476
2015-03-05,FT,116
2015-03-05,LG,238
2015-03-06,CP,600
2015-03-06,FT,103
2015-03-06,LG,236
2015-03-07,CP,369
2015-03-07,FT,59
2015-03-07,LG,150
2015-03-08,CP,277
2015-03-08,FT,45
2015-03-08,LG,142
2015-03-09,CP,393
2015-03-09,FT,83
2015-03-09,LG,185
2015-03-10,CP,346
2015-03-10,FT,61
2015-03-10,LG,177
2015-03-11,CP,341
2015-03-11,FT,64
2015-03-11,LG,160
2015-03-12,CP,355
2015-03-12,FT,77
2015-03-12,LG,154
2015-03-13,CP,357
2015-03-13,FT,89
2015-03-13,LG,163
2015-03-14,CP,278
2015-03-14,FT,75
2015-03-14,LG,154
2015-03-15,CP,261
2015-03-15,FT,56
2015-03-15,LG,142
2015-03-16,CP,334
2015-03-16,FT,55
2015-03-16,LG,140
2015-03-17,CP,327
2015-03-17,FT,65
2015-03-17,LG,136
2015-03-18,CP,336
2015-03-18,FT,67
2015-03-18,LG,144
2015-03-19,CP,369
2015-03-19,FT,68
2015-03-19,LG,145
2015-03-20,CP,302
2015-03-20,FT,68
2015-03-20,LG,200
2015-03-21,CP,293
2015-03-21,FT,60
2015-03-21,LG,154
2015-03-22,CP,259
2015-03-22,FT,52
2015-03-22,LG,121
2015-03-23,CP,346
2015-03-23,FT,63
2015-03-23,LG,177
2015-03-24,CP,368
2015-03-24,FT,81
2015-03-24,LG,152
2015-03-25,CP,332
2015-03-25,FT,70
2015-03-25,LG,136
2015-03-26,CP,322
2015-03-26,FT,66
2015-03-26,LG,137
2015-03-27,CP,327
2015-03-27,FT,61
2015-03-27,LG,144
2015-03-28,CP,282
2015-03-28,FT,62
2015-03-28,LG,115
2015-03-29,CP,308
2015-03-29,FT,65
2015-03-29,LG,132
2015-03-30,CP,350
2015-03-30,FT,71
2015-03-30,LG,135
2015-03-31,CP,394
2015-03-31,FT,78
2015-03-31,LG,156
2015-04-01,CP,420
2015-04-01,FT,64
2015-04-01,LG,164
2015-04-02,CP,412
2015-04-02,FT,77
2015-04-02,LG,164
2015-04-03,CP,299
2015-04-03,FT,60
2015-04-03,LG,132
2015-04-04,CP,307
2015-04-04,FT,66
2015-04-04,LG,134
2015-04-05,CP,236
2015-04-05,FT,52
2015-04-05,LG,134
2015-04-06,CP,323
2015-04-06,FT,53
2015-04-06,LG,134
2015-04-07,CP,299
2015-04-07,FT,43
2015-04-07,LG,110
2015-04-08,CP,305
2015-04-08,FT,38
2015-04-08,LG,114
2015-04-09,CP,285
2015-04-09,FT,56
2015-04-09,LG,111
2015-04-10,CP,278
2015-04-10,FT,55
2015-04-10,LG,153
2015-04-11,CP,337
2015-04-11,FT,82
2015-04-11,LG,157
2015-04-12,CP,266
2015-04-12,FT,45
2015-04-12,LG,132
2015-04-13,CP,319
2015-04-13,FT,66
2015-04-13,LG,169
2015-04-14,CP,341
2015-04-14,FT,60
2015-04-14,LG,141
2015-04-15,CP,381
2015-04-15,FT,62
2015-04-15,LG,152
2015-04-16,CP,343
2015-04-16,FT,70
2015-04-16,LG,147
2015-04-17,CP,423
2015-04-17,FT,69
2015-04-17,LG,187
2015-04-18,CP,344
2015-04-18,FT,65
2015-04-18,LG,196
2015-04-19,CP,291
2015-04-19,FT,56
2015-04-19,LG,124
2015-04-20,CP,412
2015-04-20,FT,56
2015-04-20,LG,162
2015-04-21,CP,415
2015-04-21,FT,66
2015-04-21,LG,164
2015-04-22,CP,351
2015-04-22,FT,62
2015-04-22,LG,155
2015-04-23,CP,392
2015-04-23,FT,74
2015-04-23,LG,146
2015-04-24,CP,412
2015-04-24,FT,78
2015-04-24,LG,186
2015-04-25,CP,356
2015-04-25,FT,64
2015-04-25,LG,172
2015-04-26,CP,300
2015-04-26,FT,47
2015-04-26,LG,130
2015-04-27,CP,335
2015-04-27,FT,56
2015-04-27,LG,167
2015-04-28,CP,367
2015-04-28,FT,81
2015-04-28,LG,165
2015-04-29,CP,421
2015-04-29,FT,86
2015-04-29,LG,172
2015-04-30,CP,377
2015-04-30,FT,71
2015-04-30,LG,192
2015-05-01,CP,386
2015-05-01,FT,87
2015-05-01,LG,169
2015-05-02,CP,338
2015-05-02,FT,70
2015-05-02,LG,132
2015-05-03,CP,344
2015-05-03,FT,71
2015-05-03,LG,140
2015-05-04,CP,385
2015-05-04,FT,73
2015-05-04,LG,183
2015-05-05,CP,391
2015-05-05,FT,78
2015-05-05,LG,169
2015-05-06,CP,358
2015-05-06,FT,68
2015-05-06,LG,142
2015-05-07,CP,404
2015-05-07,FT,72
2015-05-07,LG,208
2015-05-08,CP,427
2015-05-08,FT,87
2015-05-08,LG,195
2015-05-09,CP,334
2015-05-09,FT,69
2015-05-09,LG,157
2015-05-10,CP,301
2015-05-10,FT,61
2015-05-10,LG,187
2015-05-11,CP,397
2015-05-11,FT,81
2015-05-11,LG,167
2015-05-12,CP,423
2015-05-12,FT,71
2015-05-12,LG,190
2015-05-13,CP,430
2015-05-13,FT,71
2015-05-13,LG,154
2015-05-14,CP,401
2015-05-14,FT,76
2015-05-14,LG,177
2015-05-15,CP,460
2015-05-15,FT,79
2015-05-15,LG,184
2015-05-16,CP,425
2015-05-16,FT,68
2015-05-16,LG,157
2015-05-17,CP,311
2015-05-17,FT,83
2015-05-17,LG,149
2015-05-18,CP,328
2015-05-18,FT,68
2015-05-18,LG,170
2015-05-19,CP,387
2015-05-19,FT,59
2015-05-19,LG,160
2015-05-20,CP,409
2015-05-20,FT,68
2015-05-20,LG,189
2015-05-21,CP,366
2015-05-21,FT,69
2015-05-21,LG,180
2015-05-22,CP,432
2015-05-22,FT,78
2015-05-22,LG,217
2015-05-23,CP,311
2015-05-23,FT,70
2015-05-23,LG,165
2015-05-24,CP,236
2015-05-24,FT,66
2015-05-24,LG,130
2015-05-25,CP,221
2015-05-25,FT,68
2015-05-25,LG,131
2015-05-26,CP,413
2015-05-26,FT,87
2015-05-26,LG,186
2015-05-27,CP,441
2015-05-27,FT,75
2015-05-27,LG,181
2015-05-28,CP,432
2015-05-28,FT,72
2015-05-28,LG,178
2015-05-29,CP,499
2015-05-29,FT,96
2015-05-29,LG,218
2015-05-30,CP,382
2015-05-30,FT,84
2015-05-30,LG,156
2015-05-31,CP,363
2015-05-31,FT,55
2015-05-31,LG,137
2015-06-01,CP,399
2015-06-01,FT,76
2015-06-01,LG,216
2015-06-02,CP,391
2015-06-02,FT,87
2015-06-02,LG,164
2015-06-03,CP,424
2015-06-03,FT,68
2015-06-03,LG,166
2015-06-04,CP,340
2015-06-04,FT,64
2015-06-04,LG,148
2015-06-05,CP,440
2015-06-05,FT,82
2015-06-05,LG,170
2015-06-06,CP,334
2015-06-06,FT,90
2015-06-06,LG,174
2015-06-07,CP,329
2015-06-07,FT,60
2015-06-07,LG,170
2015-06-08,CP,402
2015-06-08,FT,64
2015-06-08,LG,168
2015-06-09,CP,409
2015-06-09,FT,83
2015-06-09,LG,160
2015-06-10,CP,389
2015-06-10,FT,93
2015-06-10,LG,185
2015-06-11,CP,401
2015-06-11,FT,90
2015-06-11,LG,175
2015-06-12,CP,272
2015-06-12,FT,64
2015-06-12,LG,115
2015-06-13,CP,240
2015-06-13,FT,54
2015-06-13,LG,101
2015-06-14,CP,351
2015-06-14,FT,79
2015-06-14,LG,148
2015-06-15,CP,318
2015-06-15,FT,63
2015-06-15,LG,125
2015-06-16,CP,375
2015-06-16,FT,66
2015-06-16,LG,152
2015-06-17,CP,440
2015-06-17,FT,81
2015-06-17,LG,185
2015-06-18,CP,386
2015-06-18,FT,69
2015-06-18,LG,160
2015-06-19,CP,446
2015-06-19,FT,81
2015-06-19,LG,205
2015-06-20,CP,297
2015-06-20,FT,65
2015-06-20,LG,143
2015-06-21,CP,379
2015-06-21,FT,64
2015-06-21,LG,177
2015-06-22,CP,467
2015-06-22,FT,70
2015-06-22,LG,237
2015-06-23,CP,432
2015-06-23,FT,79
2015-06-23,LG,192
2015-06-24,CP,470
2015-06-24,FT,83
2015-06-24,LG,225
2015-06-25,CP,410
2015-06-25,FT,69
2015-06-25,LG,191
2015-06-26,CP,465
2015-06-26,FT,94
2015-06-26,LG,215
2015-06-27,CP,335
2015-06-27,FT,74
2015-06-27,LG,186
2015-06-28,CP,309
2015-06-28,FT,71
2015-06-28,LG,155
2015-06-29,CP,405
2015-06-29,FT,71
2015-06-29,LG,186
2015-06-30,CP,399
2015-06-30,FT,59
2015-06-30,LG,164
2015-07-01,CP,416
2015-07-01,FT,77
2015-07-01,LG,190
2015-07-02,CP,372
2015-07-02,FT,75
2015-07-02,LG,156
2015-07-03,CP,314
2015-07-03,FT,64
2015-07-03,LG,171
2015-07-04,CP,224
2015-07-04,FT,49
2015-07-04,LG,116
2015-07-05,CP,265
2015-07-05,FT,75
2015-07-05,LG,127
2015-07-06,CP,339
2015-07-06,FT,79
2015-07-06,LG,180
2015-07-07,CP,419
2015-07-07,FT,62
2015-07-07,LG,165
2015-07-08,CP,388
2015-07-08,FT,57
2015-07-08,LG,175
2015-07-09,CP,364
2015-07-09,FT,54
2015-07-09,LG,149
2015-07-10,CP,429
2015-07-10,FT,90
2015-07-10,LG,190
2015-07-11,CP,353
2015-07-11,FT,94
2015-07-11,LG,150
2015-07-12,CP,304
2015-07-12,FT,78
2015-07-12,LG,139
2015-07-13,CP,414
2015-07-13,FT,72
2015-07-13,LG,182
2015-07-14,CP,402
2015-07-14,FT,77
2015-07-14,LG,178
2015-07-15,CP,406
2015-07-15,FT,50
2015-07-15,LG,155
2015-07-16,CP,442
2015-07-16,FT,72
2015-07-16,LG,172
2015-07-17,CP,407
2015-07-17,FT,88
2015-07-17,LG,164
2015-07-18,CP,340
2015-07-18,FT,76
2015-07-18,LG,145
2015-07-19,CP,305
2015-07-19,FT,80
2015-07-19,LG,160
2015-07-20,CP,467
2015-07-20,FT,68
2015-07-20,LG,192
2015-07-21,CP,383
2015-07-21,FT,71
2015-07-21,LG,152
2015-07-22,CP,355
2015-07-22,FT,81
2015-07-22,LG,182
2015-07-23,CP,385
2015-07-23,FT,78
2015-07-23,LG,160
2015-07-24,CP,277
2015-07-24,FT,55
2015-07-24,LG,158
2015-07-25,CP,250
2015-07-25,FT,70
2015-07-25,LG,131
2015-07-26,CP,318
2015-07-26,FT,77
2015-07-26,LG,156
2015-07-27,CP,397
2015-07-27,FT,75
2015-07-27,LG,154
2015-07-28,CP,399
2015-07-28,FT,75
2015-07-28,LG,169
2015-07-29,CP,393
2015-07-29,FT,72
2015-07-29,LG,164
2015-07-30,CP,464
2015-07-30,FT,74
2015-07-30,LG,179
2015-07-31,CP,460
2015-07-31,FT,69
2015-07-31,LG,224
2015-08-01,CP,358
2015-08-01,FT,96
2015-08-01,LG,214
2015-08-02,CP,319
2015-08-02,FT,79
2015-08-02,LG,152
2015-08-03,CP,419
2015-08-03,FT,78
2015-08-03,LG,208
2015-08-04,CP,417
2015-08-04,FT,74
2015-08-04,LG,175
2015-08-05,CP,414
2015-08-05,FT,57
2015-08-05,LG,148
2015-08-06,CP,394
2015-08-06,FT,64
2015-08-06,LG,172
2015-08-07,CP,454
2015-08-07,FT,74
2015-08-07,LG,198
2015-08-08,CP,314
2015-08-08,FT,68
2015-08-08,LG,163
2015-08-09,CP,285
2015-08-09,FT,72
2015-08-09,LG,132
2015-08-10,CP,348
2015-08-10,FT,71
2015-08-10,LG,192
2015-08-11,CP,386
2015-08-11,FT,51
2015-08-11,LG,164
2015-08-12,CP,423
2015-08-12,FT,81
2015-08-12,LG,139
2015-08-13,CP,410
2015-08-13,FT,76
2015-08-13,LG,228
2015-08-14,CP,458
2015-08-14,FT,72
2015-08-14,LG,199
2015-08-15,CP,337
2015-08-15,FT,74
2015-08-15,LG,171
2015-08-16,CP,325
2015-08-16,FT,72
2015-08-16,LG,155
2015-08-17,CP,371
2015-08-17,FT,62
2015-08-17,LG,159
2015-08-18,CP,383
2015-08-18,FT,70
2015-08-18,LG,170
2015-08-19,CP,355
2015-08-19,FT,74
2015-08-19,LG,165
2015-08-20,CP,364
2015-08-20,FT,74
2015-08-20,LG,162
2015-08-21,CP,463
2015-08-21,FT,84
2015-08-21,LG,206
2015-08-22,CP,337
2015-08-22,FT,78
2015-08-22,LG,166
2015-08-23,CP,261
2015-08-23,FT,66
2015-08-23,LG,165
2015-08-24,CP,329
2015-08-24,FT,69
2015-08-24,LG,177
2015-08-25,CP,391
2015-08-25,FT,69
2015-08-25,LG,135
2015-08-26,CP,394
2015-08-26,FT,61
2015-08-26,LG,151
2015-08-27,CP,376
2015-08-27,FT,74
2015-08-27,LG,164
2015-08-28,CP,385
2015-08-28,FT,75
2015-08-28,LG,149
2015-08-29,CP,314
2015-08-29,FT,65
2015-08-29,LG,160
2015-08-30,CP,314
2015-08-30,FT,82
2015-08-30,LG,167
2015-08-31,CP,379
2015-08-31,FT,70
2015-08-31,LG,165
2015-09-01,CP,386
2015-09-01,FT,60
2015-09-01,LG,180
2015-09-02,CP,410
2015-09-02,FT,83
2015-09-02,LG,161
2015-09-03,CP,410
2015-09-03,FT,82
2015-09-03,LG,173
2015-09-04,CP,397
2015-09-04,FT,58
2015-09-04,LG,188
2015-09-05,CP,295
2015-09-05,FT,73
2015-09-05,LG,173
2015-09-06,CP,275
2015-09-06,FT,77
2015-09-06,LG,152
2015-09-07,CP,266
2015-09-07,FT,70
2015-09-07,LG,149
2015-09-08,CP,499
2015-09-08,FT,77
2015-09-08,LG,219
2015-09-09,CP,453
2015-09-09,FT,88
2015-09-09,LG,199
2015-09-10,CP,439
2015-09-10,FT,81
2015-09-10,LG,196
2015-09-11,CP,449
2015-09-11,FT,87
2015-09-11,LG,229
2015-09-12,CP,310
2015-09-12,FT,76
2015-09-12,LG,168
2015-09-13,CP,288
2015-09-13,FT,58
2015-09-13,LG,132
2015-09-14,CP,339
2015-09-14,FT,64
2015-09-14,LG,176
2015-09-15,CP,348
2015-09-15,FT,57
2015-09-15,LG,174
2015-09-16,CP,479
2015-09-16,FT,95
2015-09-16,LG,174
2015-09-17,CP,474
2015-09-17,FT,77
2015-09-17,LG,193
2015-09-18,CP,476
2015-09-18,FT,78
2015-09-18,LG,206
2015-09-19,CP,395
2015-09-19,FT,77
2015-09-19,LG,183
2015-09-20,CP,324
2015-09-20,FT,77
2015-09-20,LG,155
2015-09-21,CP,382
2015-09-21,FT,75
2015-09-21,LG,167
2015-09-22,CP,346
2015-09-22,FT,67
2015-09-22,LG,158
2015-09-23,CP,315
2015-09-23,FT,52
2015-09-23,LG,134
2015-09-24,CP,348
2015-09-24,FT,84
2015-09-24,LG,187
2015-09-25,CP,340
2015-09-25,FT,60
2015-09-25,LG,185
2015-09-26,CP,337
2015-09-26,FT,67
2015-09-26,LG,153
2015-09-27,CP,299
2015-09-27,FT,47
2015-09-27,LG,147
2015-09-28,CP,346
2015-09-28,FT,75
2015-09-28,LG,165
2015-09-29,CP,347
2015-09-29,FT,71
2015-09-29,LG,139
2015-09-30,CP,418
2015-09-30,FT,64
2015-09-30,LG,152
2015-10-01,CP,430
2015-10-01,FT,65
2015-10-01,LG,188
2015-10-02,CP,478
2015-10-02,FT,104
2015-10-02,LG,216
2015-10-03,CP,331
2015-10-03,FT,62
2015-10-03,LG,163
2015-10-04,CP,321
2015-10-04,FT,74
2015-10-04,LG,141
2015-10-05,CP,352
2015-10-05,FT,64
2015-10-05,LG,181
2015-10-06,CP,398
2015-10-06,FT,72
2015-10-06,LG,161
2015-10-07,CP,406
2015-10-07,FT,97
2015-10-07,LG,165
2015-10-08,CP,421
2015-10-08,FT,74
2015-10-08,LG,171
2015-10-09,CP,497
2015-10-09,FT,71
2015-10-09,LG,196
2015-10-10,CP,382
2015-10-10,FT,72
2015-10-10,LG,195
2015-10-11,CP,329
2015-10-11,FT,73
2015-10-11,LG,157
2015-10-12,CP,297
2015-10-12,FT,70
2015-10-12,LG,138
2015-10-13,CP,453
2015-10-13,FT,84
2015-10-13,LG,187
2015-10-14,CP,412
2015-10-14,FT,80
2015-10-14,LG,166
2015-10-15,CP,458
2015-10-15,FT,61
2015-10-15,LG,164
2015-10-16,CP,404
2015-10-16,FT,89
2015-10-16,LG,183
2015-10-17,CP,316
2015-10-17,FT,66
2015-10-17,LG,183
2015-10-18,CP,343
2015-10-18,FT,53
2015-10-18,LG,155
2015-10-19,CP,405
2015-10-19,FT,70
2015-10-19,LG,192
2015-10-20,CP,432
2015-10-20,FT,85
2015-10-20,LG,197
2015-10-21,CP,439
2015-10-21,FT,98
2015-10-21,LG,183
2015-10-22,CP,418
2015-10-22,FT,65
2015-10-22,LG,183
2015-10-23,CP,445
2015-10-23,FT,89
2015-10-23,LG,208
2015-10-24,CP,329
2015-10-24,FT,51
2015-10-24,LG,139
2015-10-25,CP,336
2015-10-25,FT,65
2015-10-25,LG,121
2015-10-26,CP,409
2015-10-26,FT,96
2015-10-26,LG,193
2015-10-27,CP,414
2015-10-27,FT,65
2015-10-27,LG,152
2015-10-28,CP,430
2015-10-28,FT,91
2015-10-28,LG,168
2015-10-29,CP,483
2015-10-29,FT,102
2015-10-29,LG,182
2015-10-30,CP,428
2015-10-30,FT,77
2015-10-30,LG,183
2015-10-31,CP,225
2015-10-31,FT,37
2015-10-31,LG,95
2015-11-01,CP,189
2015-11-01,FT,33
2015-11-01,LG,90
2015-11-02,CP,375
2015-11-02,FT,73
2015-11-02,LG,165
2015-11-03,CP,413
2015-11-03,FT,80
2015-11-03,LG,162
2015-11-04,CP,406
2015-11-04,FT,83
2015-11-04,LG,183
2015-11-05,CP,454
2015-11-05,FT,75
2015-11-05,LG,161
2015-11-06,CP,386
2015-11-06,FT,76
2015-11-06,LG,154
2015-11-07,CP,311
2015-11-07,FT,55
2015-11-07,LG,134
2015-11-08,CP,265
2015-11-08,FT,68
2015-11-08,LG,139
2015-11-09,CP,359
2015-11-09,FT,80
2015-11-09,LG,176
2015-11-10,CP,474
2015-11-10,FT,98
2015-11-10,LG,185
2015-11-11,CP,325
2015-11-11,FT,61
2015-11-11,LG,144
2015-11-12,CP,384
2015-11-12,FT,78
2015-11-12,LG,175
2015-11-13,CP,383
2015-11-13,FT,82
2015-11-13,LG,212
2015-11-14,CP,381
2015-11-14,FT,63
2015-11-14,LG,169
2015-11-15,CP,311
2015-11-15,FT,55
2015-11-15,LG,134
2015-11-16,CP,383
2015-11-16,FT,66
2015-11-16,LG,169
2015-11-17,CP,428
2015-11-17,FT,93
2015-11-17,LG,163
2015-11-18,CP,419
2015-11-18,FT,58
2015-11-18,LG,151
2015-11-19,CP,486
2015-11-19,FT,86
2015-11-19,LG,225
2015-11-20,CP,494
2015-11-20,FT,103
2015-11-20,LG,222
2015-11-21,CP,362
2015-11-21,FT,80
2015-11-21,LG,155
2015-11-22,CP,241
2015-11-22,FT,60
2015-11-22,LG,130
2015-11-23,CP,433
2015-11-23,FT,81
2015-11-23,LG,190
2015-11-24,CP,465
2015-11-24,FT,89
2015-11-24,LG,179
2015-11-25,CP,424
2015-11-25,FT,109
2015-11-25,LG,184
2015-11-26,CP,212
2015-11-26,FT,48
2015-11-26,LG,123
2015-11-27,CP,285
2015-11-27,FT,58
2015-11-27,LG,137
2015-11-28,CP,297
2015-11-28,FT,67
2015-11-28,LG,144
2015-11-29,CP,254
2015-11-29,FT,68
2015-11-29,LG,131
2015-11-30,CP,368
2015-11-30,FT,71
2015-11-30,LG,172
2015-12-01,CP,476
2015-12-01,FT,85
2015-12-01,LG,185
2015-12-02,CP,390
2015-12-02,FT,67
2015-12-02,LG,198
2015-12-03,CP,398
2015-12-03,FT,64
2015-12-03,LG,161
2015-12-04,CP,444
2015-12-04,FT,65
2015-12-04,LG,171
2015-12-05,CP,376
2015-12-05,FT,75
2015-12-05,LG,178
2015-12-06,CP,291
2015-12-06,FT,59
2015-12-06,LG,135
2015-12-07,CP,415
2015-12-07,FT,87
2015-12-07,LG,166
2015-12-08,CP,388
2015-12-08,FT,76
2015-12-08,LG,154
2015-12-09,CP,374
2015-12-09,FT,64
2015-12-09,LG,137
2015-12-10,CP,414
2015-12-10,FT,71
2015-12-10,LG,183
2015-12-11,CP,425
2015-12-11,FT,68
2015-12-11,LG,201
2015-12-12,CP,364
2015-12-12,FT,67
2015-12-12,LG,147
2015-12-13,CP,350
2015-12-13,FT,56
2015-12-13,LG,143
2015-12-14,CP,404
2015-12-14,FT,73
2015-12-14,LG,160
2015-12-15,CP,479
2015-12-15,FT,79
2015-12-15,LG,197
2015-12-16,CP,414
2015-12-16,FT,90
2015-12-16,LG,169
2015-12-17,CP,461
2015-12-17,FT,102
2015-12-17,LG,182
2015-12-18,CP,441
2015-12-18,FT,87
2015-12-18,LG,239
2015-12-19,CP,374
2015-12-19,FT,74
2015-12-19,LG,176
2015-12-20,CP,306
2015-12-20,FT,65
2015-12-20,LG,129
2015-12-21,CP,359
2015-12-21,FT,75
2015-12-21,LG,178
2015-12-22,CP,424
2015-12-22,FT,78
2015-12-22,LG,197
2015-12-23,CP,466
2015-12-23,FT,100
2015-12-23,LG,239
2015-12-24,CP,341
2015-12-24,FT,73
2015-12-24,LG,189
2015-12-25,CP,168
2015-12-25,FT,53
2015-12-25,LG,100
2015-12-26,CP,216
2015-12-26,FT,55
2015-12-26,LG,124
2015-12-27,CP,292
2015-12-27,FT,68
2015-12-27,LG,158
2015-12-28,CP,285
2015-12-28,FT,70
2015-12-28,LG,135
2015-12-29,CP,321
2015-12-29,FT,66
2015-12-29,LG,146
2015-12-30,CP,334
2015-12-30,FT,53
2015-12-30,LG,114
2015-12-31,CP,308
2015-12-31,FT,66
2015-12-31,LG,153
2016-01-01,CP,213
2016-01-01,FT,49
2016-01-01,LG,131
2016-01-02,CP,237
2016-01-02,FT,65
2016-01-02,LG,120
2016-01-03,CP,245
2016-01-03,FT,56
2016-01-03,LG,131
2016-01-04,CP,359
2016-01-04,FT,73
2016-01-04,LG,169
2016-01-05,CP,367
2016-01-05,FT,81
2016-01-05,LG,192
2016-01-06,CP,377
2016-01-06,FT,78
2016-01-06,LG,170
2016-01-07,CP,314
2016-01-07,FT,66
2016-01-07,LG,162
2016-01-08,CP,327
2016-01-08,FT,68
2016-01-08,LG,207
2016-01-09,CP,330
2016-01-09,FT,64
2016-01-09,LG,160
2016-01-10,CP,262
2016-01-10,FT,66
2016-01-10,LG,134
2016-01-11,CP,411
2016-01-11,FT,82
2016-01-11,LG,187
2016-01-12,CP,390
2016-01-12,FT,76
2016-01-12,LG,171
2016-01-13,CP,382
2016-01-13,FT,75
2016-01-13,LG,148
2016-01-14,CP,353
2016-01-14,FT,64
2016-01-14,LG,180
2016-01-15,CP,454
2016-01-15,FT,78
2016-01-15,LG,190
2016-01-16,CP,322
2016-01-16,FT,62
2016-01-16,LG,179
2016-01-17,CP,269
2016-01-17,FT,56
2016-01-17,LG,126
2016-01-18,CP,281
2016-01-18,FT,55
2016-01-18,LG,145
2016-01-19,CP,403
2016-01-19,FT,79
2016-01-19,LG,180
2016-01-20,CP,383
2016-01-20,FT,75
2016-01-20,LG,165
2016-01-21,CP,411
2016-01-21,FT,75
2016-01-21,LG,180
2016-01-22,CP,428
2016-01-22,FT,84
2016-01-22,LG,190
2016-01-23,CP,205
2016-01-23,FT,56
2016-01-23,LG,141
2016-01-24,CP,260
2016-01-24,FT,88
2016-01-24,LG,169
2016-01-25,CP,353
2016-01-25,FT,91
2016-01-25,LG,214
2016-01-26,CP,395
2016-01-26,FT,109
2016-01-26,LG,230
2016-01-27,CP,384
2016-01-27,FT,86
2016-01-27,LG,200
2016-01-28,CP,410
2016-01-28,FT,80
2016-01-28,LG,191
2016-01-29,CP,373
2016-01-29,FT,78
2016-01-29,LG,194
2016-01-30,CP,353
2016-01-30,FT,74
2016-01-30,LG,169
2016-01-31,CP,300
2016-01-31,FT,63
2016-01-31,LG,169
2016-02-01,CP,411
2016-02-01,FT,94
2016-02-01,LG,211
2016-02-02,CP,447
2016-02-02,FT,100
2016-02-02,LG,164
2016-02-03,CP,338
2016-02-03,FT,68
2016-02-03,LG,173
2016-02-04,CP,379
2016-02-04,FT,73
2016-02-04,LG,157
2016-02-05,CP,375
2016-02-05,FT,86
2016-02-05,LG,146
2016-02-06,CP,325
2016-02-06,FT,53
2016-02-06,LG,175
2016-02-07,CP,242
2016-02-07,FT,52
2016-02-07,LG,129
2016-02-08,CP,309
2016-02-08,FT,64
2016-02-08,LG,128
2016-02-09,CP,340
2016-02-09,FT,67
2016-02-09,LG,164
2016-02-10,CP,329
2016-02-10,FT,64
2016-02-10,LG,144
2016-02-11,CP,363
2016-02-11,FT,86
2016-02-11,LG,173
2016-02-12,CP,373
2016-02-12,FT,86
2016-02-12,LG,169
2016-02-13,CP,292
2016-02-13,FT,54
2016-02-13,LG,134
2016-02-14,CP,199
2016-02-14,FT,31
2016-02-14,LG,79
2016-02-15,CP,191
2016-02-15,FT,25
2016-02-15,LG,75
2016-02-16,CP,346
2016-02-16,FT,80
2016-02-16,LG,189
2016-02-17,CP,328
2016-02-17,FT,63
2016-02-17,LG,134
2016-02-18,CP,377
2016-02-18,FT,44
2016-02-18,LG,171
2016-02-19,CP,339
2016-02-19,FT,58
2016-02-19,LG,135
2016-02-20,CP,334
2016-02-20,FT,68
2016-02-20,LG,153
2016-02-21,CP,296
2016-02-21,FT,44
2016-02-21,LG,141
2016-02-22,CP,366
2016-02-22,FT,74
2016-02-22,LG,175
2016-02-23,CP,394
2016-02-23,FT,66
2016-02-23,LG,163
2016-02-24,CP,425
2016-02-24,FT,69
2016-02-24,LG,166
2016-02-25,CP,383
2016-02-25,FT,82
2016-02-25,LG,198
2016-02-26,CP,299
2016-02-26,FT,62
2016-02-26,LG,115
2016-02-27,CP,216
2016-02-27,FT,38
2016-02-27,LG,134
2016-02-28,CP,304
2016-02-28,FT,46
2016-02-28,LG,159
2016-02-29,CP,363
2016-02-29,FT,80
2016-02-29,LG,173
2016-03-01,CP,419
2016-03-01,FT,66
