wban,date,year,mo,da,temp,dewp,slp,stp,visib,wdsp,mxpsd,gust,max,min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder
14732,2012-01-01,2012,01,01,47.4,37.1,1015.6,1014.6,10,8.7,15.9,22.9,53.1,41,0.01,G,999.9,0,0,0,0,0
14732,2012-01-02,2012,01,02,42.9,24.6,1006.7,1005.7,9.9,14.7,22.0,29.9,51.1,37,0.06,G,999.9,0,1,0,0,0
14732,2012-01-03,2012,01,03,29.8,13.3,1011.5,1010.4,10,15.0,21.0,28.9,50,21.9,0,G,999.9,0,0,0,0,0
14732,2012-01-04,2012,01,04,19.1,1.7,1020.6,1019.6,10,12.0,22.0,26,34,14,0,G,999.9,0,0,0,0,0
14732,2012-01-05,2012,01,05,31.7,13.5,1013.5,1012.4,10,10.0,18.1,25.1,41,14,0,G,999.9,0,0,0,0,0
14732,2012-01-06,2012,01,06,41.5,23.7,1011.8,1010.7,10,7.8,14.0,21,53.1,28.2,0,G,999.9,0,0,0,0,0
14732,2012-01-07,2012,01,07,51.6,29.3,1008,1007,10,7.3,15.0,21,62.1,36,0,G,999.9,0,0,0,0,0
14732,2012-01-08,2012,01,08,45.1,25.4,1018.7,1017.7,10,10.3,15.0,20,62.1,39,0,G,999.9,0,0,0,0,0
14732,2012-01-09,2012,01,09,35,16.5,1025.2,1024.2,10,7.1,15.9,20,46,32,0,G,999.9,0,0,0,0,0
14732,2012-01-10,2012,01,10,39.4,23.7,1014.2,1013.2,10,8.0,13.0,21,46.9,32,0,G,999.9,0,0,0,0,0
14732,2012-01-11,2012,01,11,42.2,26.2,1016.9,1015.9,10,5.6,11.1,999.9,46.9,34,0,G,999.9,0,0,0,0,0
14732,2012-01-12,2012,01,12,43.3,38,1004.1,1002.9,7.2,13.5,34.0,42.9,46.9,37.9,0.73,G,999.9,0,1,0,0,0
14732,2012-01-13,2012,01,13,39.1,30.9,998.8,996.8,7.6,13.6,28.9,38.1,50,28.9,0.33,G,999.9,0,1,0,0,0
14732,2012-01-14,2012,01,14,29.7,13.3,1011.8,1010.8,10,14.9,19.0,33,32,28,0.02,G,999.9,0,0,0,0,0
14732,2012-01-15,2012,01,15,23.3,4.2,1024,1023,10,13.8,20.0,27,32,16,0,G,999.9,0,0,0,0,0
14732,2012-01-16,2012,01,16,22.7,4.5,1033.8,1032.9,10,8.2,15.9,18.1,35.1,17.1,0,G,999.9,0,0,0,0,0
14732,2012-01-17,2012,01,17,39,31.9,1015.2,1015.2,9.4,7.9,11.1,18.1,45,35.1,0.07,G,999.9,0,1,1,0,0
14732,2012-01-18,2012,01,18,42.9,26.4,1008.4,1007.4,9.9,16.3,28.9,35.9,55,28.9,0.14,G,999.9,0,0,0,0,0
14732,2012-01-19,2012,01,19,26.4,10,1021.7,1020.7,10,8.7,18.1,21,36,19.9,0,G,999.9,0,0,0,0,0
14732,2012-01-20,2012,01,20,31.9,13.4,1018.8,1017.8,10,12.3,24.1,28,37,19.9,0,G,999.9,0,0,0,0,0
14732,2012-01-21,2012,01,21,26.4,15.6,1022.5,1020,6.1,9.4,15.0,20,37,23,0.08,G,3.1,1,1,1,0,0
14732,2012-01-22,2012,01,22,24.4,15.9,1029.9,1028.9,9.9,9.7,14.0,15,33.1,19,0.22,G,3.1,0,0,0,0,0
14732,2012-01-23,2012,01,23,37.2,32.8,1026.5,1024.3,6,8.5,14.0,19,51.1,19,0,G,1.2,0,1,0,0,0
14732,2012-01-24,2012,01,24,49.1,40.6,1015.1,1013.5,8.6,10.1,15.9,22,53.1,33.1,0.28,G,3.1,0,1,0,0,0
14732,2012-01-25,2012,01,25,41.6,25.9,1022.8,1021.8,10,11.8,18.1,22,53.1,37.9,0,G,999.9,0,0,0,0,0
14732,2012-01-26,2012,01,26,36.5,26.7,1021.9,1021.2,9.5,5.7,9.9,999.9,44.1,33.1,0.03,G,999.9,0,1,1,0,0
14732,2012-01-27,2012,01,27,45.8,42.4,1003.4,1002.3,4.7,8.8,27.0,39,60.1,33.1,0.18,G,999.9,1,1,0,0,0
14732,2012-01-28,2012,01,28,43,26.4,1012.4,1011.4,10,12.0,22.9,35,60.1,39,0.39,G,999.9,0,0,0,0,0
14732,2012-01-29,2012,01,29,40.1,13.2,1018.9,1017.9,10,13.3,26.0,35.9,46,34,0,G,999.9,0,0,0,0,0
14732,2012-01-30,2012,01,30,37.8,14.1,1020.9,1019.9,10,13.8,20.0,29.9,44.1,34,0,G,999.9,0,0,0,0,0
14732,2012-01-31,2012,01,31,44.4,19.5,1021.7,1020.7,10,8.9,13.0,18.1,59,35.1,0,G,999.9,0,0,0,0,0
14732,2012-02-01,2012,02,01,55.4,33.2,1014.4,1013.4,10,11.9,20.0,33,63,50,0.01,G,999.9,0,1,0,0,0
14732,2012-02-02,2012,02,02,46.5,30.5,1016.3,1015.3,10,9.3,15.0,24.1,63,41,0.02,G,999.9,0,0,0,0,0
14732,2012-02-03,2012,02,03,37.5,18.6,1026.8,1025.8,10,13.8,20.0,25.1,50,30.9,0,G,999.9,0,0,0,0,0
14732,2012-02-04,2012,02,04,42.6,20.6,1025.2,1024.2,10,7.3,11.1,15,46,32,0,G,999.9,0,0,0,0,0
14732,2012-02-05,2012,02,05,36.9,18.6,1020.3,1019.2,10,6.8,12.0,999.9,46,33.1,0,G,999.9,0,0,0,0,0
14732,2012-02-06,2012,02,06,40.7,19.2,1019.4,1018.4,10,9.7,17.1,22.9,52,33.1,0,G,999.9,0,0,0,0,0
14732,2012-02-07,2012,02,07,45.1,24.3,1016.7,1015.6,10,9.9,15.0,21,52,34,0,G,999.9,0,0,0,0,0
14732,2012-02-08,2012,02,08,36.3,17.9,1024.1,1023.1,10,7.5,12.0,999.9,46.9,32,0,G,999.9,0,0,0,0,0
14732,2012-02-09,2012,02,09,36.7,22,1019.2,1018.2,8.5,8.4,15.9,21,46.9,32,0.01,G,999.9,0,0,1,0,0
14732,2012-02-10,2012,02,10,40.5,19.9,1019.1,1018.1,10,6.2,13.0,18.1,46.9,33.1,0,G,999.9,0,0,0,0,0
14732,2012-02-11,2012,02,11,36.8,27.4,1008.1,1007.8,6.9,7.0,15.0,21,46,33.1,0.06,G,999.9,0,1,1,0,0
14732,2012-02-12,2012,02,12,29.5,11.7,1007.8,1006.8,9.8,16.8,22.0,33,37.9,21,0.01,G,999.9,0,0,1,0,0
14732,2012-02-13,2012,02,13,33.5,11.7,1015.1,1014.1,10,14.1,21.0,28.9,44.1,21,0,G,999.9,0,0,0,0,0
14732,2012-02-14,2012,02,14,41.4,13.7,1017.7,1016.7,10,6.7,15.0,22,46.9,29.1,0,G,999.9,0,0,0,0,0
14732,2012-02-15,2012,02,15,42.2,34.9,1020,1018.9,8.7,5.8,12.0,21,46.9,37.9,0.02,G,999.9,0,1,0,0,0
14732,2012-02-16,2012,02,16,40.7,31,1024.1,1023.1,9.7,4.9,9.9,17.1,45,35.1,0.01,G,999.9,0,1,0,0,0
14732,2012-02-17,2012,02,17,45.5,33.8,1015.4,1014.8,8.7,9.2,17.1,27,50,35.1,0.17,G,999.9,0,1,0,0,0
14732,2012-02-18,2012,02,18,42.3,19.9,1015.9,1014.9,10,9.5,15.9,22,50,37,0.02,G,999.9,0,1,0,0,0
14732,2012-02-19,2012,02,19,40.1,23.6,1016.9,1015.9,10,8.0,14.0,18.1,46.9,35.1,0.02,G,999.9,0,1,0,0,0
14732,2012-02-20,2012,02,20,37.9,16.8,1018.4,1017.4,10,11.1,18.1,26,46,32,0,G,999.9,0,0,0,0,0
14732,2012-02-21,2012,02,21,38.9,20,1024.7,1023.7,10,7.7,22.0,28.9,48,30.9,0,G,999.9,0,1,0,0,0
14732,2012-02-22,2012,02,22,49,31.8,1008.2,1007.2,10,10.0,15.0,21,57,31.1,0,G,999.9,0,1,0,0,0
14732,2012-02-23,2012,02,23,51,34.6,999.1,998,10,9.9,21.0,28,57.9,45,0,G,999.9,0,0,0,0,0
14732,2012-02-24,2012,02,24,42.1,32.1,1004.7,1002.9,7.3,9.1,15.0,21,57.9,37,0.28,G,999.9,0,1,0,0,0
14732,2012-02-25,2012,02,25,42.6,23.5,1000.1,998.5,9.8,18.6,25.1,40,46,37,0.32,G,999.9,0,1,1,0,0
14732,2012-02-26,2012,02,26,36.7,13.3,1023,1022,10,15.2,25.1,34,45,30.9,0,G,999.9,0,0,1,0,0
14732,2012-02-27,2012,02,27,43.3,24.6,1027.4,1026.4,10,7.7,17.1,21,54,31.1,0,G,999.9,0,0,0,0,0
14732,2012-02-28,2012,02,28,46.4,23.3,1024.6,1023.5,10,12.5,22.0,31.1,54,36,0,G,999.9,0,0,0,0,0
14732,2012-02-29,2012,02,29,41,25.9,1025.2,1022.3,8.2,7.8,14.0,21,52,37,0,G,999.9,0,1,0,0,0
14732,2012-03-01,2012,03,01,40,36.1,1006.8,1006.3,6.6,10.4,21.0,25.1,42.8,37.4,0.49,G,999.9,0,1,0,0,0
14732,2012-03-02,2012,03,02,37,28.5,1017.3,1015.9,10,8.0,11.1,999.9,44.1,33.1,0.01,G,999.9,0,0,0,0,0
14732,2012-03-03,2012,03,03,46.3,37.3,1004,1002.5,7,9.2,18.1,28,57,33.1,0.26,G,999.9,1,1,0,0,0
14732,2012-03-04,2012,03,04,44.3,17.8,1003.9,1002.9,10,11.0,18.1,27,57,39.9,0.05,G,999.9,0,0,0,0,0
14732,2012-03-05,2012,03,05,37.9,15.1,1012.3,1011.3,9.9,12.6,17.1,29.9,46,33.1,0,G,999.9,0,0,0,0,0
14732,2012-03-06,2012,03,06,33.4,7.2,1032.3,1031.2,10,12.0,21.0,29.9,44.1,27,0,G,999.9,0,0,0,0,0
14732,2012-03-07,2012,03,07,45.5,26.7,1033.1,1032.1,10,8.9,15.0,19,63,27.1,0,G,999.9,0,0,0,0,0
14732,2012-03-08,2012,03,08,58.7,42.9,1022.9,1021.9,10,11.5,21.0,28,72,37.9,0,G,999.9,0,0,0,0,0
14732,2012-03-09,2012,03,09,49.8,30.6,1016.5,1015.1,9.9,14.0,31.1,36.9,72,41,0.02,G,999.9,0,1,0,0,0
14732,2012-03-10,2012,03,10,37.1,12.2,1028.6,1027.6,10,12.0,22.0,31.1,44.1,30,0,I,999.9,0,0,0,0,0
14732,2012-03-11,2012,03,11,45.3,17.3,1031.8,1030.8,10,8.7,14.0,21,60.1,30.2,0,G,999.9,0,0,0,0,0
14732,2012-03-12,2012,03,12,55.6,29.8,1025.5,1024.5,10,7.6,12.0,15.9,69.1,37.9,0,G,999.9,0,0,0,0,0
14732,2012-03-13,2012,03,13,60.1,46.5,1017.4,1016.3,10,7.5,12.0,19,73.9,46.9,0.05,G,999.9,0,1,0,0,0
14732,2012-03-14,2012,03,14,63.3,35.9,1017.3,1016.3,10,9.0,15.9,22.9,73.9,53.1,0,I,999.9,0,0,0,0,0
14732,2012-03-15,2012,03,15,48.6,35.7,1024.5,1023.6,10,7.9,12.0,999.9,70,44.1,0,G,999.9,0,0,0,0,0
14732,2012-03-16,2012,03,16,44.5,39.6,1023.6,1022.6,7.4,6.9,11.1,17.1,51.1,42.1,0.02,G,999.9,0,1,0,0,0
14732,2012-03-17,2012,03,17,49.9,41.8,1024.6,1023.6,8.3,3.6,11.1,999.9,60.1,43,0.01,G,999.9,0,0,0,0,0
14732,2012-03-18,2012,03,18,50.9,42.8,1026.7,1026.1,7.8,6.7,11.1,15,63,43,0,G,999.9,0,0,0,0,0
14732,2012-03-19,2012,03,19,59.3,47.3,1022.4,1021.3,9.2,7.4,14.0,17.1,72,46,0,G,999.9,0,0,0,0,0
14732,2012-03-20,2012,03,20,60,50.9,1024.2,1023.7,7.7,5.8,9.9,999.9,72,50,0,G,999.9,1,0,0,0,0
14732,2012-03-21,2012,03,21,57.8,53.6,1026.5,1025.5,5.7,6.0,9.9,999.9,72,50,0,G,999.9,1,1,0,0,0
14732,2012-03-22,2012,03,22,61.2,54.5,1022.5,1022.3,4.3,5.3,13.0,999.9,75.9,53.1,0,G,999.9,1,0,0,0,0
14732,2012-03-23,2012,03,23,65.1,50.6,1018.2,1017.2,9.4,5.2,11.1,15.9,75.9,55,0,G,999.9,0,0,0,0,0
14732,2012-03-24,2012,03,24,58.1,32.7,1017.5,1016.6,10,7.6,15.9,20,73.9,52,0,G,999.9,0,0,0,0,0
14732,2012-03-25,2012,03,25,48.3,36.2,1011.7,1011,9.7,10.6,15.0,19,63,46,0.02,G,999.9,0,1,0,0,0
14732,2012-03-26,2012,03,26,50,30.6,1008.3,1007.2,10,11.7,26.0,36.9,55,41,0,G,999.9,0,0,0,0,0
14732,2012-03-27,2012,03,27,39.7,3.5,1021.9,1020.9,10,14.9,22.9,35,55,32,0,G,999.9,0,0,0,0,0
14732,2012-03-28,2012,03,28,52.7,22.7,1013.3,1012.2,10,8.2,15.0,22,68,32,0,G,999.9,0,1,0,0,0
14732,2012-03-29,2012,03,29,56.1,37.3,1005.3,1004.3,10,15.1,22.0,28,68,46,0.03,G,999.9,0,1,0,0,0
14732,2012-03-30,2012,03,30,46.9,22.3,1016.3,1015.2,10,10.7,18.1,999.9,62.1,42.1,0,G,999.9,0,0,0,0,0
14732,2012-03-31,2012,03,31,42.6,35,1013.9,1012.2,7.9,11.6,19.0,22,57.9,39,0.44,G,999.9,0,1,0,0,0
14732,2012-04-01,2012,04,01,46.3,35.1,1010,1009.4,9.6,4.4,14.0,999.9,52,39.9,0.01,G,999.9,0,1,0,0,0
14732,2012-04-02,2012,04,02,48.1,33.1,1006,1004.4,9,12.5,22.0,32.1,55.9,43,0.6,G,999.9,0,1,0,0,0
14732,2012-04-03,2012,04,03,51,17,1011.1,1010.1,10,11.4,20.0,25.1,63,43,0.04,G,999.9,0,0,0,0,0
14732,2012-04-04,2012,04,04,59.8,21.7,1004.4,1003.4,10,9.4,20.0,25.1,66,43,0,G,999.9,0,0,0,0,0
14732,2012-04-05,2012,04,05,50.8,24.5,1008.1,1007,10,10.7,22.0,34,66,44.1,0,G,999.9,0,0,0,0,0
14732,2012-04-06,2012,04,06,48.3,21.2,1013.6,1012.6,10,9.2,15.0,20,57.9,39.9,0,G,999.9,0,0,0,0,0
14732,2012-04-07,2012,04,07,50.9,17.6,1016.2,1015.2,10,11.9,17.1,25.1,60.1,39.9,0,G,999.9,0,0,0,0,0
14732,2012-04-08,2012,04,08,55.2,19.9,1011.5,1010.4,10,12.8,19.0,28.9,68,44.1,0,G,999.9,0,0,0,0,0
14732,2012-04-09,2012,04,09,58.2,19.7,1004.6,1003.6,10,17.8,28.0,36.9,68,46.9,0,G,999.9,0,0,0,0,0
14732,2012-04-10,2012,04,10,55.8,24,1005.3,1004.3,10,11.3,18.1,24.1,64,50,0,G,999.9,0,0,0,0,0
14732,2012-04-11,2012,04,11,48.9,29.3,1009.2,1008.2,10,9.9,15.9,22,60.1,44.1,0,G,999.9,0,0,0,0,0
14732,2012-04-12,2012,04,12,51.2,30.7,1014.1,1013.1,10,11.4,19.0,27,59,44.1,0,G,999.9,0,1,0,0,0
14732,2012-04-13,2012,04,13,54.4,27.6,1020.4,1019.4,10,6.3,13.0,15.9,64.9,45,0,G,999.9,0,0,0,0,0
14732,2012-04-14,2012,04,14,59.9,30.1,1020.4,1019.5,10,6.5,15.9,20,70,46.9,0,G,999.9,0,0,0,0,0
14732,2012-04-15,2012,04,15,68.5,44.1,1015.8,1014.7,10,7.9,14.0,22,78.1,53.1,0,G,999.9,0,1,0,0,0
14732,2012-04-16,2012,04,16,73.1,52.9,1015.1,1014.1,10,7.2,15.0,999.9,84.9,59,0,G,999.9,0,0,0,0,0
14732,2012-04-17,2012,04,17,72.7,43.3,1016,1015,10,9.8,17.1,21,84.9,64.9,0,G,999.9,0,0,0,0,0
14732,2012-04-18,2012,04,18,58.8,29.5,1022,1021,10,8.1,13.0,22.9,78.1,50,0,G,999.9,0,0,0,0,0
14732,2012-04-19,2012,04,19,56.8,41.7,1019,1018,10,6.1,12.0,15.9,68,50,0.05,G,999.9,0,1,0,0,0
14732,2012-04-20,2012,04,20,61.1,44.9,1015.8,1014.7,10,6.9,15.0,19,70,50,0.03,G,999.9,0,0,0,0,0
14732,2012-04-21,2012,04,21,62,52.9,1008.7,1008.1,8.8,8.1,19.0,28.9,73,54,0,G,999.9,0,1,0,0,0
14732,2012-04-22,2012,04,22,52.6,46,1006.3,1005.1,8.5,10.6,22.0,28.9,63,46.4,0.37,G,999.9,0,1,0,0,1
14732,2012-04-23,2012,04,23,51.3,45.2,992.3,990.5,6.1,16.0,40.0,47,55.9,46.9,2.11,G,999.9,0,1,0,0,0
14732,2012-04-24,2012,04,24,49.7,30.1,998.8,997.1,10,13.2,17.1,24.1,60.1,42.8,0.23,G,999.9,0,0,0,0,0
14732,2012-04-25,2012,04,25,54.6,28,1007.6,1006.6,10,8.3,14.0,20,63,43,0,G,999.9,0,0,0,0,0
14732,2012-04-26,2012,04,26,53.7,40.2,1011.2,1009.3,8.8,6.6,13.0,20,63,46.9,0,G,999.9,0,1,0,0,0
14732,2012-04-27,2012,04,27,51.4,36.2,1009.3,1007.3,8.5,15.3,25.1,35,62.1,46.9,0.05,G,999.9,0,1,0,0,0
14732,2012-04-28,2012,04,28,47.9,22.5,1021.1,1020.1,10,11.3,18.1,24.1,61,41,0.02,G,999.9,0,0,0,0,0
14732,2012-04-29,2012,04,29,54.7,21,1020,1018.9,10,9.4,18.1,25.1,63,41,0,G,999.9,0,0,0,0,0
14732,2012-04-30,2012,04,30,53,19.9,1025,1024,10,9.3,15.9,19,63,46,0,G,999.9,0,0,0,0,0
14732,2012-05-01,2012,05,01,57.2,47.3,1018.7,1017.1,7.8,8.0,12.0,18.1,68,50,0.7,G,999.9,0,1,0,0,1
14732,2012-05-02,2012,05,02,53.6,46.7,1019.7,1019,9.1,8.3,11.1,999.9,68,50,0.03,G,999.9,0,1,0,0,0
14732,2012-05-03,2012,05,03,54.3,48.6,1020.6,1019.6,9.7,5.4,8.9,999.9,59,50,0.35,G,999.9,0,1,0,0,1
14732,2012-05-04,2012,05,04,60,53.6,1015.5,1014.9,7.4,5.6,9.9,999.9,75,51.1,0.26,G,999.9,0,1,0,0,1
14732,2012-05-05,2012,05,05,57.9,53,1013.6,1012.8,6.5,6.5,9.9,999.9,66.9,53.6,0,A,999.9,0,0,0,0,0
14732,2012-05-06,2012,05,06,58.5,48.5,1018.3,1017.1,9.4,6.0,12.0,17.1,64.9,54,0,G,999.9,0,0,0,0,0
14732,2012-05-07,2012,05,07,57.5,43,1019.7,1018.7,10,7.3,13.0,20,64.9,53.1,0,G,999.9,0,1,0,0,0
14732,2012-05-08,2012,05,08,58.9,47.1,1015.8,1014.8,10,13.6,21.0,32.1,66,53.1,0,G,999.9,0,1,0,0,0
14732,2012-05-09,2012,05,09,62.3,57.8,1007.5,1006.3,6.7,6.3,11.1,999.9,68,55.9,0.27,G,999.9,0,1,0,0,0
14732,2012-05-10,2012,05,10,60.7,47.8,1001.6,1000.3,8.9,11.3,24.1,31.1,68,55.9,0.36,G,999.9,0,1,0,0,0
14732,2012-05-11,2012,05,11,59.5,32.1,1012.7,1011.7,10,12.2,19.0,26,71.1,51.1,0.16,G,999.9,0,0,0,0,0
14732,2012-05-12,2012,05,12,66.8,33.2,1020.7,1019.7,10,6.6,13.0,17.1,79,51.1,0,G,999.9,0,0,0,0,0
14732,2012-05-13,2012,05,13,72.7,44.6,1020.6,1019.5,10,8.0,15.0,15.9,81,57,0,G,999.9,0,0,0,0,0
14732,2012-05-14,2012,05,14,69.5,55.3,1019.8,1018.7,9.8,7.5,12.0,15.9,81,64,0,G,999.9,0,1,0,0,0
14732,2012-05-15,2012,05,15,63.9,57.4,1018.1,1016.6,7.8,9.6,15.0,22,66,62.6,0.01,G,999.9,0,1,0,0,0
14732,2012-05-16,2012,05,16,66.1,60.4,1012,1011.4,4.3,5.1,13.0,999.9,79,60.1,0.52,G,999.9,1,1,0,0,0
14732,2012-05-17,2012,05,17,65.7,42.4,1015.9,1014.9,10,7.9,15.9,22,79,55,0.06,G,999.9,0,0,0,0,0
14732,2012-05-18,2012,05,18,63.1,40.8,1021.6,1020.6,10,6.2,12.0,17.1,73,55,0,G,999.9,0,0,0,0,0
14732,2012-05-19,2012,05,19,65.3,40.2,1020.9,1019.9,10,4.7,11.1,999.9,79,55.9,0,G,999.9,0,0,0,0,0
14732,2012-05-20,2012,05,20,65.9,43.6,1022.3,1021.3,10,8.0,19.0,999.9,79,55.9,0,G,999.9,0,0,0,0,0
14732,2012-05-21,2012,05,21,60.4,54,1021.7,1020.4,6.4,11.6,18.1,22,64,57.2,0,G,999.9,0,1,0,0,1
14732,2012-05-22,2012,05,22,62.7,58.3,1012.3,1011.6,4.4,9.7,13.0,999.9,70,57.9,1.24,G,999.9,0,1,0,0,0
14732,2012-05-23,2012,05,23,68.3,61.1,1012.7,1011.3,9.9,5.5,9.9,14,75,59,0.01,G,999.9,0,1,0,0,0
14732,2012-05-24,2012,05,24,65.2,60.6,1019,1018.3,6.5,6.8,12.0,22.9,75,62.1,0.02,G,999.9,0,1,0,0,1
14732,2012-05-25,2012,05,25,63.4,59.6,1021.8,1020.9,3.6,8.4,11.1,19,73,60.1,0.51,G,999.9,1,1,0,0,0
14732,2012-05-26,2012,05,26,73.3,65.2,1019.6,1018.7,8.8,5.9,12.0,999.9,84.9,60.1,0,G,999.9,0,1,0,0,1
14732,2012-05-27,2012,05,27,74.5,62.4,1019.4,1018.3,9.3,4.4,15.0,999.9,84.9,66,0.3,G,999.9,0,1,0,0,0
14732,2012-05-28,2012,05,28,78.1,65.2,1014.3,1013.5,9.9,5.3,12.0,15,90,68,0.04,G,999.9,0,1,0,0,1
14732,2012-05-29,2012,05,29,82.6,66.9,1009.8,1008.7,10,9.3,17.1,21,90,71.1,0,G,999.9,0,0,0,0,0
14732,2012-05-30,2012,05,30,75,62.8,1007.2,1006.2,9.9,5.2,14.0,25.1,90,70,0.09,G,999.9,0,1,0,0,1
14732,2012-05-31,2012,05,31,73.5,56.6,1007.9,1006.8,9.6,6.8,12.0,15.9,81,66.9,0,G,999.9,0,0,0,0,0
14732,2012-06-01,2012,06,01,68.2,52.2,1014.2,1013.2,10,11.1,15.9,22,80.1,62.1,0,G,999.9,0,0,0,0,0
14732,2012-06-02,2012,06,02,69,58.1,1006.4,1005.2,8.3,11.7,21.0,31.1,77,62.1,1.1,G,999.9,0,1,0,0,0
14732,2012-06-03,2012,06,03,67.8,49.1,1006.4,1005.3,9.8,9.1,18.1,33,77,62.1,0.01,G,999.9,0,1,0,0,1
14732,2012-06-04,2012,06,04,62,52,1004.2,1002.9,9.5,10.0,14.0,21,77,55.9,0.01,G,999.9,0,1,0,0,0
14732,2012-06-05,2012,06,05,58.3,46.9,1010.7,1009.5,10,8.9,17.1,21,64.9,53.1,0.26,G,999.9,0,0,0,0,0
14732,2012-06-06,2012,06,06,63.6,51.3,1014.3,1013.2,10,3.3,9.9,999.9,72,53.1,0,G,999.9,0,0,0,0,0
14732,2012-06-07,2012,06,07,67.5,54.7,1014.1,1013.1,10,5.4,13.0,18.1,79,57,0,G,999.9,0,1,0,0,0
14732,2012-06-08,2012,06,08,71.5,55.2,1012.5,1011.5,10,4.6,11.1,15,82.9,62.1,0.1,G,999.9,0,0,0,0,0
14732,2012-06-09,2012,06,09,74.4,54.8,1011.8,1010.8,9.9,5.0,8.0,999.9,82.9,63,0,G,999.9,0,1,0,0,0
14732,2012-06-10,2012,06,10,74.2,63.1,1016.5,1015.5,10,4.6,11.1,999.9,82,69.1,0.02,G,999.9,0,1,0,0,0
14732,2012-06-11,2012,06,11,71.6,58.5,1022.6,1021.6,9.9,8.5,15.0,18.1,77,66.2,0,H,999.9,0,1,0,0,0
14732,2012-06-12,2012,06,12,68.5,62.5,1019.7,1018.1,9.1,9.7,18.1,24.1,73,64.4,0,G,999.9,0,1,0,0,0
14732,2012-06-13,2012,06,13,67.2,64.8,1013.6,1012.1,6.8,10.0,15.0,21,71.6,64.4,1.46,G,999.9,0,1,0,0,0
14732,2012-06-14,2012,06,14,69.3,60.6,1020.5,1019.4,10,9.1,15.9,24.1,75.9,64.4,0.04,G,999.9,0,0,0,0,0
14732,2012-06-15,2012,06,15,70.3,53.8,1024.5,1023.5,10,6.3,12.0,15,79,64,0,G,999.9,0,0,0,0,0
14732,2012-06-16,2012,06,16,70.2,53,1025.5,1024.5,10,7.0,13.0,17.1,79,64,0,G,999.9,0,0,0,0,0
14732,2012-06-17,2012,06,17,65.3,55.7,1022.7,1021.7,10,7.4,9.9,15.9,79,62.1,0,G,999.9,0,0,0,0,0
14732,2012-06-18,2012,06,18,63.9,53.2,1020,1019,10,6.6,9.9,17.1,71.1,59,0,G,999.9,0,0,0,0,0
14732,2012-06-19,2012,06,19,68.3,59.2,1020.1,1019.4,10,8.0,12.0,18.1,78.1,59,0,G,999.9,0,0,0,0,0
14732,2012-06-20,2012,06,20,81.4,67.8,1017,1016,9.1,5.8,11.1,15,98.1,64,0,G,999.9,0,0,0,0,0
14732,2012-06-21,2012,06,21,89.2,67.4,1011.9,1010.9,10,8.7,14.0,20,98.1,72,0,G,999.9,0,0,0,0,0
14732,2012-06-22,2012,06,22,85.1,68.4,1008.1,1007.2,8,7.9,15.9,24.1,98.1,71.1,0,G,999.9,0,1,0,0,1
14732,2012-06-23,2012,06,23,76.6,63.2,1010.7,1009.5,8.4,6.5,13.0,21,84.9,69.8,0.67,G,999.9,0,1,0,0,1
14732,2012-06-24,2012,06,24,76.9,56.2,1014.7,1013.7,10,4.8,13.0,17.1,86,70,0.11,G,999.9,0,0,0,0,0
14732,2012-06-25,2012,06,25,71.8,64,1008.5,1007.1,9.2,7.6,17.1,25.1,84.9,64,0.05,G,999.9,0,1,0,0,1
14732,2012-06-26,2012,06,26,66.5,52,1005.8,1004.7,10,13.7,20.0,29.9,75.9,60.1,0.28,G,999.9,0,0,0,0,0
14732,2012-06-27,2012,06,27,73.5,48.3,1007.1,1006.1,10,12.2,19.0,28,84,60.1,0,G,999.9,0,0,0,0,0
14732,2012-06-28,2012,06,28,79.5,53.6,1008.6,1007.6,10,9.7,15.9,17.1,91,66.9,0,G,999.9,0,0,0,0,0
14732,2012-06-29,2012,06,29,85.7,64.1,1004.7,1003.7,9.7,7.3,12.0,21,98.1,71.1,0.19,G,999.9,0,1,0,0,1
14732,2012-06-30,2012,06,30,88.5,60.5,1005.9,1004.9,10,8.7,15.9,22,98.1,72,0,I,999.9,0,0,0,0,0
14732,2012-07-01,2012,07,01,86.7,63.1,1008.6,1007.5,10,8.3,15.9,22.9,97,77,0,G,999.9,0,0,0,0,0
14732,2012-07-02,2012,07,02,81.7,56.7,1011.2,1010.1,10,7.7,13.0,21,97,73,0,G,999.9,0,0,0,0,0
14732,2012-07-03,2012,07,03,81.4,58.1,1012.7,1011.7,10,7.8,14.0,19,91.9,73,0,G,999.9,0,0,0,0,0
14732,2012-07-04,2012,07,04,83.4,65.9,1009,1008,9.9,8.2,13.0,19,95,73,0.05,G,999.9,0,1,0,0,0
14732,2012-07-05,2012,07,05,87.8,65.8,1007,1005.9,10,9.3,14.0,20,95,73,0,A,999.9,0,0,0,0,0
14732,2012-07-06,2012,07,06,82.2,64.3,1011.4,1010.4,10,5.8,12.0,999.9,95,73,0,G,999.9,0,0,0,0,0
14732,2012-07-07,2012,07,07,86.2,66.8,1010,1009,10,7.4,15.9,19,97,73,0,G,999.9,0,0,0,0,0
14732,2012-07-08,2012,07,08,82.8,65.4,1009.8,1008.8,9.4,4.9,12.0,22,97,75,0.31,G,999.9,0,1,0,0,1
14732,2012-07-09,2012,07,09,79.7,58.8,1012.4,1011.3,10,8.1,12.0,17.1,91.9,73,0.07,G,999.9,0,0,0,0,0
