date,latitude,longitude,unique_key,cp_sum_sqrd,lg_sum_sqrd,ft_sum_sqrd
2013-03-14,,,261269,,,
2013-03-03,,,215557,,,
2013-03-07,,,2864494,,,
2013-02-11,,,248974,,,
2013-02-13,,,73847,,,
2013-02-14,,,114533,,,
2012-12-15,,,3096970,,,
2013-02-06,,,107801,,,
2013-02-08,,,296523,,,
2013-01-23,,,157236,,,
2013-01-19,,,86275,,,
2013-01-12,,,226380,,,
2013-02-04,,,222327,,,
2013-01-29,,,260962,,,
2013-01-25,,,281209,,,
2013-02-06,,,296601,,,
2013-01-29,,,157269,,,
2013-01-02,,,79254,,,
2012-12-23,,,2848624,,,
2013-01-06,,,248430,,,
2012-12-27,,,2918876,,,
2012-12-23,,,234588,,,
2012-12-16,,,96238,,,
2012-12-27,,,248293,,,
2012-12-23,,,3017165,,,
2012-12-01,,,2897024,,,
2012-11-16,,,209606,,,
2012-12-04,,,3017114,,,
2012-11-30,,,2965082,,,
2012-11-27,,,198862,,,
2012-11-17,,,269002,,,
2012-11-15,,,192123,,,
2012-12-03,,,117559,,,
2012-11-30,,,240352,,,
2012-12-07,,,86060,,,
2012-12-04,,,256119,,,
2012-11-27,,,265023,,,
2012-11-14,,,2918818,,,
2012-11-09,,,148431,,,
2012-11-11,,,2872982,,,
2012-11-11,,,229026,,,
2012-11-08,,,2879168,,,
2012-08-23,,,2912304,,,
2012-08-16,,,2983113,,,
2012-08-13,,,2888550,,,
2012-10-24,,,221010,,,
2012-11-04,,,117281,,,
2012-11-07,,,214451,,,
2012-10-13,,,260181,,,
2012-10-18,,,81568,,,
2012-11-07,,,76699,,,
2012-10-26,,,2836726,,,
2012-11-08,,,3079132,,,
2012-11-06,,,260380,,,
2012-11-08,,,117325,,,
2012-10-16,,,220878,,,
2012-10-09,,,233963,,,
2012-10-19,,,89182,,,
2012-10-22,,,2997625,,,
2012-10-25,,,70556,,,
2012-10-10,,,2912465,,,
2012-09-26,,,9805,,,
2012-09-19,,,107217,,,
2012-09-18,,,156357,,,
2012-09-13,,,9743,,,
2012-09-20,,,301631,,,
2012-10-03,,,247040,,,
2012-09-26,,,246946,,,
2012-10-01,,,2864227,,,
2012-09-11,,,103205,,,
2012-09-06,,,2918734,,,
2012-08-27,,,259797,,,
2012-09-01,,,233606,,,
2012-09-02,,,233617,,,
2012-08-17,,,2888555,,,
2012-08-26,,,268439,,,
2012-08-24,,,103074,,,
2012-09-05,,,156274,,,
2012-08-09,,,255293,,,
2012-07-20,,,3044707,,,
2012-07-17,,,2833700,,,
2012-07-07,,,32104,,,
2012-07-24,,,238871,,,
2012-08-05,,,191699,,,
2012-08-05,,,184674,,,
2012-07-24,,,284889,,,
2012-07-11,,,106932,,,
2012-07-15,,,125770,,,
2012-07-20,,,85290,,,
2012-08-04,,,68267,,,
2012-07-27,,,2896788,,,
2012-07-30,,,208927,,,
2012-07-07,,,2912114,,,
2012-07-02,,,88549,,,
2012-07-07,,,94945,,,
2022-09-12,,,4563400,,,
2022-10-01,,,4568962,,,
2022-10-08,,,4572454,,,
2022-10-16,,,4573258,,,
2022-10-30,,,4577167,,,
2022-11-05,,,4580177,,,
2021-09-08,,,4457947,,,
2021-04-25,,,4411589,,,
2021-05-08,,,4414875,,,
2021-09-30,,,4462924,,,
2021-06-03,,,4423423,,,
2021-06-14,,,4426714,,,
2022-01-05,,,4492251,,,
2022-01-05,,,4493941,,,
2021-07-01,,,4435720,,,
2021-07-08,,,4436126,,,
2022-07-05,,,4544084,,,
2022-01-20,,,4496031,,,
2022-04-11,,,4518200,,,
2021-07-22,,,4442413,,,
2022-01-24,,,4497024,,,
2022-01-24,,,4497038,,,
2022-07-06,,,4544180,,,
2021-08-14,,,4447779,,,
2021-08-19,,,4448995,,,
2022-01-27,,,4499034,,,
2021-09-04,,,4454316,,,
2022-06-30,,,4544719,,,
2021-09-09,,,4455329,,,
2021-09-10,,,4455746,,,
2021-11-19,,,4479778,,,
2022-04-22,,,4521034,,,
2021-11-27,,,4482039,,,
2021-12-01,,,4483202,,,
